rewardvalue,mailertype,incomelevel,creditratingvalue,Credit Cards Held,Household Size,Average Balance,Offer Accepted
0,1,1,0,2,5,928.25,No
0,0,1,1,3,4,1297.75,No
1,1,1,0,2,2,1211.5,No
3,0,0,1,2,4,1155.75,No
0,0,1,0,2,3,989.25,No
1,1,3,1,1,4,1153.75,No
1,1,1,0,2,6,1010.25,No
1,0,1,2,1,5,800,No
1,1,1,0,2,4,1198.5,No
0,0,0,2,1,5,178.25,No
0,1,3,1,2,1,1149.5,No
1,1,1,2,4,3,730.75,No
1,0,1,1,2,2,1173.75,No
3,0,1,1,2,5,204.75,No
1,1,1,0,1,5,1335.25,No
0,0,0,2,3,2,1001.25,No
3,0,3,1,1,3,1383.5,No
3,1,0,2,1,3,1050.5,No
1,0,1,0,3,4,1180.25,No
1,0,1,1,1,5,1279.25,No
1,0,3,2,2,5,591.75,No
3,1,1,2,1,4,854,No
3,0,1,2,2,3,1014.75,No
0,1,1,0,1,4,1532.25,No
0,0,3,2,1,5,1036.75,No
3,0,0,1,2,2,981,No
3,0,0,1,2,3,1212,No
0,1,3,2,1,3,951.25,No
1,1,3,2,3,4,1227.75,No
0,1,3,0,2,2,919.25,No
0,1,1,1,2,4,922.75,No
3,1,1,0,4,5,941.75,No
3,1,1,1,3,3,966.25,No
0,0,0,2,1,2,919.5,No
3,0,0,0,2,4,851.5,No
0,0,0,2,2,3,925,No
0,0,3,2,1,2,695.5,No
0,0,1,0,1,4,1158,No
3,1,1,2,3,2,910.25,No
3,1,1,2,2,4,1108,No
0,1,0,1,2,4,163.25,No
0,1,1,1,3,3,1080,No
1,0,3,2,1,4,285.25,No
3,0,3,0,2,2,1179.5,No
3,1,1,0,2,3,1046.25,No
1,1,3,2,1,2,1238,No
0,1,1,2,4,4,1002.25,No
0,1,1,2,2,1,175.25,No
3,0,0,1,2,4,1318.5,No
0,0,0,0,2,4,972.5,No
1,1,3,2,2,3,1055,No
1,1,0,0,2,4,844.25,No
3,0,1,1,2,4,1136.5,No
3,1,1,2,2,4,956.25,No
3,1,1,1,1,4,211.25,No
1,0,1,0,2,3,939,No
0,0,0,1,1,3,1345.25,No
1,0,0,1,1,4,271.5,No
3,1,3,0,2,4,1055.25,No
3,1,0,2,4,5,1152.5,No
3,0,1,0,2,4,777.25,No
1,0,1,1,3,2,980.25,No
3,1,0,1,2,3,698.5,Yes
3,0,3,1,2,5,801,No
3,1,1,1,2,5,1161,No
3,1,0,0,1,5,1305.25,No
0,0,1,1,1,5,885.75,Yes
1,1,3,2,2,3,801.5,No
1,0,0,2,1,3,1011.25,No
3,0,1,1,2,1,243.75,No
1,1,1,1,2,4,1303.5,No
1,1,3,0,2,4,1052.25,No
1,0,1,2,1,5,962.75,No
0,0,3,1,1,5,945.75,No
3,0,0,2,1,3,351.25,No
3,1,1,0,1,2,348.75,No
0,1,3,2,3,1,1131.25,No
0,0,0,2,1,4,225,No
1,0,1,2,3,3,1037.75,No
3,1,1,0,2,4,750,No
3,1,3,0,2,5,236.75,No
3,1,1,1,2,2,1200.5,No
3,1,3,2,2,3,857.25,No
0,0,1,0,1,3,191,No
3,0,0,1,3,2,797.5,No
0,0,0,2,2,3,1114.75,No
0,1,1,2,2,2,998,No
0,1,0,1,3,4,1272.5,No
1,1,1,2,3,4,1115.25,No
1,1,1,1,1,4,1186,No
1,0,3,2,1,5,884.5,No
3,0,1,0,1,5,904.5,No
0,1,3,1,3,3,928.5,No
3,1,1,2,4,3,240.5,No
0,1,1,1,3,4,703.25,No
0,1,1,2,1,4,681,No
1,0,1,2,2,4,1021.5,No
3,0,3,1,1,6,918.5,No
0,1,1,1,2,2,1122.75,No
0,1,3,0,2,3,909,No
1,0,0,1,2,4,998,No
1,0,1,0,3,1,753,No
0,0,3,0,3,1,181.75,Yes
1,1,3,2,1,2,1398,No
3,0,1,0,2,5,982.25,No
0,1,3,2,1,3,901.75,No
1,1,1,0,1,5,914,No
1,1,1,1,2,6,1241.25,No
0,1,0,0,2,5,1277,Yes
3,1,1,2,1,3,1157.75,No
0,1,1,1,2,2,936,No
0,1,1,0,2,4,1059.75,No
3,1,1,0,3,4,1227.5,Yes
3,1,1,1,1,5,1051.5,No
3,0,1,1,2,3,1222.25,No
1,1,1,1,2,4,1711,No
0,0,3,0,2,3,1416.5,No
3,0,1,0,1,6,755.5,No
1,1,3,2,2,2,222.75,No
3,1,1,0,2,4,1055,No
3,1,1,2,2,3,895.75,No
1,1,1,1,2,3,179.5,No
3,1,0,2,2,3,1218.75,No
1,0,3,1,2,3,1254.75,No
0,1,1,1,3,3,714.5,No
0,0,0,1,2,2,822,No
0,0,1,2,2,2,201.25,No
1,1,1,0,2,5,874.5,Yes
0,1,1,0,1,4,211.25,Yes
1,0,1,2,2,3,250.25,No
3,0,1,0,3,1,1387.75,Yes
0,1,0,1,1,4,1226.25,No
0,1,1,0,1,4,178.5,No
3,1,0,0,2,4,1230.75,No
3,1,3,2,1,5,1114.5,No
0,1,3,1,2,6,880,No
3,1,3,1,3,3,687.5,No
1,1,1,0,1,3,1344.75,No
1,0,3,2,2,3,951.5,No
3,1,3,1,1,1,922,No
1,0,1,2,3,6,227,No
1,0,0,1,2,5,1184.5,No
0,1,1,1,1,4,1091.75,No
1,0,3,0,3,6,1099.75,No
1,0,1,2,2,2,935,No
3,0,1,2,2,4,1267.75,No
3,1,3,0,1,5,958.25,No
1,0,1,2,2,3,223,No
1,1,1,0,1,3,1018.25,No
0,0,1,1,1,5,910.75,No
0,1,1,1,1,2,1074.75,No
1,0,1,0,2,4,1176.25,No
1,0,0,1,3,3,1128.25,No
0,1,3,1,1,4,1261.25,No
3,1,0,1,4,3,1264.25,No
3,0,1,1,2,4,723.5,No
0,0,0,2,1,4,250.5,No
0,1,0,0,2,4,1201.75,No
1,0,1,1,2,3,926.75,No
1,0,1,0,1,3,264.25,No
0,1,3,2,2,4,1076,No
1,0,1,1,1,4,1162.25,No
0,1,1,1,2,3,361.25,No
3,0,1,2,1,3,796.25,No
0,0,3,0,3,4,1071.75,No
1,0,1,1,3,3,1312,No
3,0,0,0,2,5,1010,No
1,1,0,1,2,2,961,No
0,1,0,0,3,3,688,Yes
3,1,3,0,2,3,1243.75,No
1,1,1,0,1,4,1460.5,No
0,1,0,1,2,2,1085.25,No
0,0,3,0,4,6,880.75,No
1,1,1,0,2,2,238.5,No
1,0,1,0,1,4,971.5,No
3,1,0,0,1,4,726.75,No
3,0,3,1,1,3,932.5,No
3,1,1,1,1,3,1074.25,No
3,1,3,1,2,4,1046.75,No
1,0,1,1,1,4,285.25,No
1,0,3,2,3,5,212.25,No
3,0,1,2,3,3,704.5,No
1,0,0,0,1,5,306.75,No
3,1,3,2,2,4,296.5,No
3,0,0,1,3,4,1156,No
1,1,1,0,3,2,952.25,No
0,0,0,2,1,2,1274.75,No
1,1,1,0,1,4,992,Yes
3,0,1,0,2,2,814.75,No
0,1,0,1,2,4,182.25,No
3,1,1,1,1,3,942.75,No
1,1,1,2,3,3,1442.75,No
1,0,3,2,3,5,747,No
1,1,0,1,2,3,1097,No
0,0,3,2,2,4,1049.25,No
3,1,3,0,1,3,955.25,No
0,1,1,1,2,4,285.75,No
0,1,3,1,4,3,988.25,No
3,0,0,2,1,4,1776.25,No
0,1,3,1,3,3,1089.75,No
1,1,1,2,1,5,928,No
0,0,0,0,3,6,1086.5,No
1,1,3,0,1,2,847.5,No
0,1,0,1,1,5,1053,No
1,1,0,2,2,5,1050.75,No
1,1,3,2,2,2,804.75,No
0,1,3,0,1,5,1462,No
0,1,0,0,1,1,889.25,Yes
0,0,3,0,2,5,863,No
0,0,1,0,1,2,1023.25,No
1,0,1,1,4,2,757.25,No
3,0,1,2,1,4,782,No
0,0,1,1,2,3,751,No
3,1,1,2,2,4,1052.25,No
3,0,3,2,2,4,1158.75,No
0,0,3,2,2,4,1106.25,No
1,1,3,2,2,5,1040,No
1,0,0,2,1,3,761.5,No
0,0,1,1,3,6,680.75,No
3,0,3,0,1,3,1186.5,No
1,0,1,1,2,4,1252.75,No
0,1,1,0,2,4,1198,No
1,0,1,0,1,2,1491,No
1,1,1,2,2,5,1158.75,No
0,0,0,2,4,4,1063.25,No
0,1,0,0,3,3,422.75,No
0,1,1,0,1,3,886.25,No
1,0,1,0,1,4,164.25,Yes
1,1,1,2,2,2,1385,No
0,1,1,0,2,4,1089.75,No
3,0,3,2,4,2,724.5,No
0,1,3,1,2,2,916.5,Yes
0,1,3,2,2,3,0,No
0,0,1,0,2,3,1421.5,No
0,0,1,2,2,5,707.5,No
0,1,1,0,3,3,1235.75,No
0,1,1,0,3,2,998.5,No
3,0,3,2,3,1,1464.5,No
0,0,1,0,2,4,704,No
0,1,0,1,3,5,1626.75,Yes
1,0,0,2,1,2,296.5,No
3,0,1,2,2,1,1376.75,No
1,1,0,0,3,4,1221,No
1,0,1,0,1,4,806.5,No
1,0,3,0,2,5,1454.5,No
3,1,0,0,2,3,1052.75,Yes
0,1,3,0,1,5,914.75,No
0,0,1,1,2,4,1011.5,No
0,0,1,2,1,3,334,No
3,1,0,2,2,4,984.75,No
1,0,3,1,3,5,1216.25,No
0,1,0,1,2,4,794,No
0,0,3,0,1,4,934.25,No
3,1,1,1,3,4,864.75,No
1,1,1,2,1,5,1034.5,No
3,0,1,0,2,2,134.5,No
0,1,1,1,2,2,1252,No
3,1,1,1,4,5,1260,No
1,0,1,0,3,3,1101.25,No
1,0,0,0,1,3,784.5,No
3,1,1,2,1,2,777.75,No
0,1,1,2,1,3,1343.25,No
3,1,3,2,2,4,792.75,No
0,1,1,1,1,5,929.25,No
0,1,1,1,3,1,995.5,No
3,0,3,0,4,4,1007.25,No
0,1,0,1,1,4,849.25,No
3,1,1,2,2,3,870.5,No
1,0,3,2,1,4,181,No
0,1,1,2,3,3,590.25,No
0,0,3,0,1,5,107.5,No
3,1,1,2,1,3,884,No
1,0,0,1,2,3,679.25,No
1,0,3,2,2,1,1180,No
0,1,0,2,2,4,871,No
0,0,1,2,1,3,1173.75,No
0,0,3,2,1,2,1446.25,No
3,0,0,2,2,2,338.25,No
3,1,1,2,3,5,737.25,No
1,0,1,2,2,3,941,No
0,1,3,0,2,3,1038.75,Yes
3,0,3,1,1,2,954.25,No
0,1,3,2,3,4,955.75,No
3,1,3,1,2,3,1030.5,No
1,1,1,2,1,5,1111.75,No
3,1,1,0,1,4,254.25,No
0,1,1,1,2,4,745.5,Yes
1,1,0,0,2,5,1275.25,No
3,1,0,0,1,6,979,No
0,1,1,0,3,5,1185,No
3,0,3,2,1,4,1091.75,No
3,1,0,0,3,4,1031.75,No
1,1,3,0,3,5,1116,No
0,1,3,2,1,5,1408.5,No
3,1,0,2,2,3,1797.75,No
0,1,3,0,2,4,1123.75,No
0,1,3,1,1,5,930.75,No
1,0,0,0,1,4,983,No
1,1,1,2,2,5,1290,No
1,0,1,1,1,4,1158.25,No
3,0,1,0,2,4,202,No
3,1,3,1,1,3,285.5,No
1,0,3,2,3,3,1272,No
3,0,3,0,1,5,984.5,No
1,0,0,2,2,4,1105,No
3,0,3,1,1,3,726.25,No
0,0,1,0,1,3,1026.25,No
0,0,1,2,2,2,763,No
3,0,3,2,1,4,1205.25,No
1,0,1,2,3,4,1627.25,No
0,0,1,1,3,3,670.25,No
0,1,1,2,2,3,1033,No
3,0,1,0,3,4,1206.75,No
3,0,1,2,1,2,1141.75,No
3,0,0,2,2,4,1488.25,No
1,0,0,0,1,2,276.5,No
1,0,0,2,2,2,1117.5,No
0,1,1,0,2,2,767.75,No
0,1,3,2,2,4,1101.25,No
3,1,3,2,1,3,128.25,No
1,1,0,0,3,4,749.5,No
0,1,0,0,1,5,936.75,No
3,0,1,2,2,4,1021.75,No
3,0,3,2,1,3,189.5,No
0,0,3,1,2,5,717.25,No
0,1,1,2,1,2,1056.5,No
3,1,1,2,1,5,908.25,No
0,1,1,2,2,4,1017,No
3,0,3,1,1,2,941.25,No
1,0,1,2,1,3,1035.75,No
3,1,1,2,2,3,250.75,No
0,1,0,0,1,5,959.5,No
3,0,1,2,2,3,1688.25,No
1,1,1,1,1,4,1250,No
1,0,1,1,2,5,268.5,No
1,0,0,0,4,5,775,No
3,1,0,1,2,4,1266.5,No
0,0,3,1,2,3,1036.5,No
1,0,1,2,2,3,185,No
1,1,3,2,1,2,1075.5,No
3,0,1,2,1,4,1054,No
0,1,1,2,4,5,1185.25,No
0,0,3,0,2,3,916.5,No
1,1,0,0,1,4,1127.5,No
3,1,1,1,2,3,1160.75,No
0,0,1,2,3,5,917.75,No
1,0,1,2,2,4,1035.75,No
0,1,3,0,1,5,892.5,No
3,0,3,2,2,3,1086.75,No
0,1,0,1,1,5,245,No
1,1,1,2,1,4,1052.25,No
3,1,1,1,3,2,905.25,No
1,0,1,0,2,3,302.75,No
0,0,0,2,1,2,865.5,No
1,1,1,0,3,5,831.5,No
0,0,3,2,3,4,275.75,No
3,0,1,1,2,6,1114.75,No
3,1,1,1,3,5,785.5,No
1,0,1,2,3,3,1035.5,No
0,0,1,1,1,4,1080.5,No
3,1,0,0,2,4,789.5,Yes
3,1,3,0,1,4,978.75,No
3,1,1,0,1,4,940.25,No
1,0,3,1,2,5,1227.75,No
3,0,3,0,2,6,1066.25,No
1,0,1,0,2,3,1059.75,No
0,1,0,1,2,1,1431.5,No
1,1,3,1,4,3,949.5,No
0,0,3,0,2,3,1118.75,No
1,1,3,1,3,2,802.25,No
1,0,3,1,1,4,878.25,No
1,0,1,2,2,3,1086.5,No
3,1,0,2,2,5,733,No
0,1,0,1,3,4,1451,No
0,1,0,1,1,4,1073.25,No
1,1,1,2,1,2,2073.25,No
0,1,3,0,1,2,1441,No
1,1,3,0,2,3,671.75,No
1,1,1,1,2,5,206.25,No
3,1,0,0,2,3,691.5,No
3,0,0,1,1,3,1052.5,Yes
0,1,1,2,3,3,1066.25,No
1,0,1,1,1,4,1059.5,No
0,0,3,0,1,5,1034.75,No
3,0,3,1,2,5,758.75,No
1,0,0,0,2,3,1030.5,No
1,0,0,0,1,5,1075.75,No
3,1,1,0,2,4,618.25,No
3,1,1,1,1,2,1105.25,No
1,0,1,0,2,2,1136.5,No
0,1,0,0,2,3,988,No
1,0,1,1,2,2,903.25,No
3,1,1,2,1,1,1059.75,No
1,1,3,2,3,4,1574.25,No
3,0,1,1,3,3,282.75,No
3,1,3,2,2,1,1011,No
0,1,1,1,2,3,923.75,No
3,0,3,1,2,4,1378,No
0,1,1,0,2,4,1416.25,No
3,0,0,1,1,4,997,No
1,0,0,0,1,3,961.25,No
1,0,0,0,1,4,1188.25,No
0,1,3,1,3,2,1329,No
3,0,1,0,2,4,1013,No
0,0,0,1,1,5,760.25,No
3,0,1,0,4,5,612.5,No
1,0,1,0,1,3,943.25,No
3,1,1,0,2,6,193.25,No
3,1,1,1,2,4,677.5,No
0,1,0,2,2,3,1330.75,No
3,0,0,0,1,5,949.75,Yes
1,1,1,1,1,3,983.5,No
3,1,1,2,2,3,758,No
3,0,0,0,4,5,982.25,No
1,1,3,0,2,3,838.25,No
0,1,1,0,2,3,1237.5,No
1,0,0,1,1,5,1153.75,No
0,0,0,0,2,2,977,No
1,1,3,1,3,4,1087.5,No
0,0,3,2,2,1,935,No
0,0,1,1,2,2,695.25,No
0,0,1,0,2,4,1013,No
0,0,3,1,1,2,1058.75,No
3,0,1,1,2,4,910.25,No
3,0,1,0,2,3,1251,No
0,1,1,0,2,1,987.75,Yes
0,1,1,2,1,2,1123.25,No
1,0,1,0,1,4,975.25,No
3,1,0,0,2,3,1133.25,No
3,1,3,0,2,2,1332,No
0,1,1,2,1,4,976.25,No
1,1,3,1,4,4,1076.25,No
1,1,1,2,3,2,297.25,No
0,0,1,0,2,5,244.75,No
1,1,3,2,3,5,1017.75,No
1,1,0,0,4,4,1380.25,No
0,1,3,0,2,5,1141.25,No
0,1,1,2,2,3,934.75,No
1,1,1,1,2,2,682.5,No
3,1,0,0,2,4,839.75,No
1,0,1,2,3,3,1188.25,No
3,1,1,2,1,3,1027.25,No
3,1,1,0,2,5,1017,No
0,1,0,2,2,5,1229.75,No
3,0,1,1,1,4,719,No
3,1,1,0,2,3,986.25,Yes
1,0,1,2,4,4,1239.5,No
1,1,3,1,4,3,1045.75,No
0,1,1,1,2,4,613,No
0,1,1,1,2,3,1051,Yes
0,0,1,1,1,4,1012,No
0,1,1,2,2,6,1358.75,Yes
3,0,1,1,2,4,1053.5,No
1,1,0,2,1,4,830,No
0,0,0,1,2,3,1043,No
0,0,1,1,2,3,1035,No
0,0,3,2,1,4,1823.25,No
3,0,1,1,1,3,950,No
1,1,1,0,2,3,738,No
1,1,1,2,2,4,1156.25,No
1,1,3,1,2,3,653.25,No
0,0,1,2,1,5,1092,No
1,0,1,1,4,2,1076.75,No
3,0,3,1,2,4,1042,No
3,0,1,0,1,5,1008.25,No
1,0,1,2,1,3,1820.5,No
0,1,1,2,1,2,1350.75,No
1,1,1,1,2,3,1198,No
1,0,1,1,1,2,1475.5,No
1,1,0,1,3,3,1032.5,No
3,1,1,2,3,3,853.75,No
3,1,3,1,1,3,968.75,No
0,1,1,2,2,4,1006.5,No
1,0,0,1,3,3,1072.75,No
3,0,0,2,1,5,788.75,No
1,1,3,1,1,3,1134,No
3,0,1,2,3,3,1148.5,No
0,1,3,1,2,4,1318.75,No
3,0,1,1,2,5,1059.5,No
1,1,0,1,2,5,1121,No
1,1,1,0,2,3,148.5,No
1,1,1,2,3,2,1681.5,No
1,1,0,1,2,2,666,No
1,1,1,1,3,4,968.25,No
3,0,0,1,2,1,282.75,No
1,0,1,1,2,2,2738.5,No
1,0,1,1,3,6,1052.75,No
3,0,0,1,2,4,340.5,No
3,0,0,1,3,3,926,Yes
1,0,3,1,1,5,970.25,No
0,1,0,1,2,3,249.25,No
1,1,3,1,3,1,998.75,No
1,0,3,1,4,4,1719.75,No
1,1,1,0,1,4,226.5,No
1,1,1,0,1,5,1104.25,No
1,1,3,0,3,4,193,No
1,0,0,0,3,2,1100.5,No
3,0,1,1,2,4,1127.5,No
1,0,0,0,3,4,693.75,No
3,0,1,2,1,4,985.75,No
0,1,1,0,2,5,951.25,No
1,1,1,2,3,3,706.25,No
1,1,1,1,2,2,876,No
0,1,1,0,1,2,1188.75,No
1,0,0,2,2,3,1380,No
0,0,0,0,2,3,1114.75,No
1,1,1,0,2,3,831.5,Yes
1,0,1,2,1,4,1054.25,No
0,0,1,2,2,4,1105.5,No
3,0,1,2,2,4,190.75,No
0,0,3,1,4,3,1187.5,No
1,0,3,2,1,3,1065.75,No
0,1,0,1,3,2,383.25,No
0,1,1,0,2,3,856.75,No
0,0,1,1,2,4,1250.75,No
3,1,0,0,1,3,1109.5,No
0,0,3,0,2,4,993,No
0,1,1,0,2,5,1107,No
0,0,3,2,1,4,886.25,No
3,0,1,0,1,5,924.5,No
0,1,1,1,2,3,923,No
1,0,3,0,1,4,1142.5,No
3,0,1,1,2,4,914.25,No
0,1,0,1,2,5,1104.5,No
0,0,1,1,3,4,183,No
1,0,1,1,1,2,1078.25,No
3,0,0,0,1,2,1269.25,No
1,0,3,0,1,5,806.75,No
1,1,3,1,2,3,98.5,No
3,0,1,0,1,2,1201,No
0,0,0,2,2,3,1016,No
3,0,1,2,2,4,1114.75,No
3,0,0,0,2,5,1047.75,No
0,1,1,0,2,2,1320,No
0,0,0,1,2,5,254,No
0,1,1,0,2,1,1106.5,Yes
3,1,0,0,2,4,1021.5,No
0,0,1,0,3,2,715,No
1,0,0,1,2,5,1332.25,No
3,1,1,0,2,2,904.5,No
0,1,3,1,1,3,634.25,No
1,1,1,2,1,3,1020.5,No
3,1,1,2,1,3,1091.5,No
3,1,0,1,1,5,1244.75,No
0,0,1,2,2,5,1195,No
3,1,3,1,2,4,158.75,No
0,1,1,1,1,3,1174.5,No
0,1,1,2,1,3,1024.75,No
3,0,1,2,3,3,1087.25,No
0,0,1,0,1,6,1073.5,Yes
0,1,1,2,2,2,1127.25,No
1,0,1,1,2,3,352,No
0,0,1,1,2,2,763,No
0,0,1,2,3,3,1367.75,No
3,0,1,2,1,4,1055,No
0,0,1,2,2,2,1139.75,No
3,1,1,1,1,3,968.75,No
3,0,0,2,2,3,1001,No
0,1,1,2,2,5,227,No
1,0,1,1,2,5,1216,No
0,0,1,1,3,4,1769.25,No
1,1,1,0,1,3,950.75,No
3,1,1,0,2,4,1418.25,No
0,0,0,0,2,4,939,Yes
1,1,3,2,2,5,901,No
1,0,0,1,1,2,1175.5,No
3,1,1,0,2,3,985.25,No
1,0,3,1,2,3,783,No
0,0,0,2,1,3,1137.25,No
1,1,3,2,3,4,192.75,No
3,0,1,1,1,3,898.25,No
1,1,0,0,2,4,1208.25,No
0,0,1,0,2,4,770.75,No
0,0,0,0,4,2,1063.5,No
3,0,1,0,2,4,1314.5,No
1,0,0,1,2,6,1192.25,No
3,0,1,2,1,3,962.5,No
1,1,0,1,2,4,1138.25,No
1,0,3,1,3,2,234,No
3,0,0,1,2,4,196.25,No
3,1,3,0,2,4,937.75,No
0,0,0,1,1,5,1010.5,No
1,0,1,0,1,2,936.25,No
0,0,3,2,3,5,1106.75,No
3,0,1,0,2,2,1060.25,No
3,1,1,2,1,4,819.25,No
0,0,1,2,2,3,966.75,No
1,1,0,0,1,2,1076,No
1,0,1,1,2,4,1133,No
3,1,3,2,1,1,723.5,No
0,0,1,0,2,3,705.75,No
0,1,0,2,1,3,1783,No
0,1,0,0,3,4,1312,Yes
3,0,3,2,3,5,681,No
3,1,0,1,1,3,1211,No
0,1,1,2,2,4,673,No
1,1,0,1,2,3,1401.75,No
3,1,1,1,1,5,1188.75,No
1,0,1,1,1,2,618.25,No
3,0,0,2,3,4,1177.5,No
1,1,1,2,2,3,1064.75,No
0,1,1,0,1,4,848.5,No
1,0,1,0,2,3,205.5,No
1,0,1,2,4,5,1377.75,No
0,1,3,1,1,5,1113.5,No
0,1,1,1,2,4,760.25,No
1,0,0,0,1,3,996,No
1,1,1,2,2,4,1000,No
1,1,1,2,1,4,1072,No
1,1,3,2,1,4,808.25,No
1,1,0,0,2,5,1310,No
3,0,1,2,3,3,1050.25,No
1,0,0,1,2,4,782,No
0,1,1,2,3,2,1010.5,No
0,1,0,2,1,2,1177.5,No
1,1,1,0,2,3,728,No
1,0,1,1,3,2,1126,No
3,1,1,0,4,3,1140.75,No
0,0,1,2,3,4,235.25,No
0,0,1,2,2,3,1145.25,No
0,0,1,1,2,2,1753.75,No
0,1,0,0,2,3,1015.75,No
3,0,1,0,1,3,1048.75,No
1,0,3,1,1,3,783.5,No
0,0,1,0,2,3,1041.25,No
3,0,1,2,2,5,1057.5,No
0,0,3,1,2,3,1020,No
1,0,1,2,2,4,228.5,No
3,0,1,0,3,3,1091.25,No
0,1,0,1,1,1,1077.25,Yes
3,0,3,2,2,2,1022.75,No
1,0,1,2,2,3,969,No
0,0,1,0,1,2,1164.75,No
0,0,1,2,2,3,1074.5,No
3,0,3,1,2,3,965.5,No
1,0,0,2,2,3,787.5,No
3,0,3,0,1,5,1211.5,No
1,1,1,0,3,4,1683.25,No
1,0,1,2,2,2,762.75,No
1,1,0,0,1,4,1095.5,No
1,0,1,0,1,4,1099.25,No
3,1,0,0,2,5,1167,Yes
1,0,3,2,2,4,1028,No
0,1,1,0,2,5,945,No
1,1,1,1,1,4,822.75,No
1,1,1,2,2,4,1047,No
1,1,0,0,2,5,710.75,No
0,0,0,1,2,3,1057,No
0,1,1,2,2,3,1316.25,No
3,0,0,0,1,3,692.5,No
1,0,1,1,4,5,1309.5,No
0,0,1,1,4,4,1251.5,No
1,0,3,0,2,3,1140.25,No
0,1,0,2,1,2,916.5,No
1,1,1,0,2,4,869.25,Yes
1,1,1,0,1,2,1168.25,No
3,1,1,0,3,4,984,No
1,0,3,1,1,3,293.5,No
0,0,0,1,1,5,284.5,No
1,1,3,2,1,4,960,No
3,1,1,1,2,3,1225,No
1,1,1,1,2,2,267.75,No
0,0,1,2,2,5,1089,No
0,1,0,1,1,1,1319.25,No
3,0,0,2,1,2,917.25,No
0,0,0,0,2,3,975.5,No
1,0,1,2,2,5,1457.75,No
1,1,0,2,1,1,1165.5,No
1,0,1,2,1,3,1133.75,No
0,0,1,1,1,5,1187,No
0,1,0,1,2,3,943.25,No
3,1,1,1,4,3,1127.75,No
1,1,1,1,1,4,903.5,No
0,1,1,1,2,4,1053.75,Yes
3,1,1,2,2,4,785.25,No
0,1,1,0,2,4,1289.75,No
0,0,1,0,2,4,963,No
0,0,3,0,3,3,684.5,No
3,0,0,1,2,4,1111.25,No
0,1,3,0,1,4,1187.75,No
1,0,1,0,2,1,976,No
1,1,1,2,1,3,1011.25,No
3,0,3,0,2,5,885.5,No
0,1,3,2,1,4,871.5,Yes
1,0,3,1,2,4,1330.75,No
3,0,1,0,3,4,238,No
0,1,1,0,1,2,1054.5,No
1,0,0,2,3,3,734.75,No
3,1,1,1,3,4,1292,No
1,1,3,1,1,3,1045.5,No
1,1,3,0,2,2,1065.75,No
3,0,1,1,2,4,917,No
1,1,1,0,2,4,841.5,No
3,1,1,1,2,2,726.25,No
3,0,1,2,3,4,939.5,No
3,0,0,2,3,4,1111.25,No
0,1,0,1,1,3,978.75,No
1,1,0,0,1,3,765.75,No
3,1,1,2,2,5,342.25,No
1,0,3,1,2,2,1291.5,No
0,1,1,1,1,3,1008,No
0,0,0,2,4,4,248,No
0,0,1,1,2,2,1062.5,No
1,1,1,2,2,1,1129.75,No
1,1,1,2,2,5,934,No
3,1,1,1,1,5,1044.75,No
3,1,3,2,3,1,964.75,No
0,0,1,0,3,3,1064,No
3,0,3,2,2,5,1088.75,No
3,1,0,2,1,4,199,No
3,1,1,2,2,2,1002,No
1,1,0,2,2,4,1189.75,No
1,0,0,2,2,2,621,No
3,1,1,0,1,2,207.25,No
0,0,0,2,1,1,1749.75,No
1,0,1,2,2,4,1341.25,No
1,0,3,2,2,4,1052.5,No
1,1,1,1,1,3,971.25,No
0,0,3,2,1,6,1297.25,No
1,1,1,2,1,5,929.5,No
1,0,1,2,1,1,1100.25,No
0,1,1,2,2,3,700.75,No
3,0,0,0,1,4,1193.25,Yes
0,0,1,0,2,3,718.25,No
0,0,1,2,2,4,914.75,No
1,0,0,1,3,3,1529.25,No
1,0,1,2,1,6,887.75,No
0,1,3,2,1,1,945.75,No
0,1,1,2,2,5,1202.5,No
0,1,0,2,1,5,159,No
3,1,0,1,2,5,915.75,Yes
1,0,0,2,1,4,1147,No
0,1,1,0,2,6,183.25,No
0,1,1,1,1,3,957.25,No
1,1,1,1,3,5,843,No
1,1,0,2,3,4,1261.25,No
3,0,1,0,1,4,1224.75,No
1,1,1,2,2,4,1027.25,No
3,0,3,1,2,3,1037.25,No
1,1,1,1,1,4,1177.5,No
1,0,3,1,2,4,1386.75,No
1,1,0,2,3,3,263.25,No
0,0,1,2,2,4,1109,No
0,1,1,1,3,4,1292.75,No
1,0,3,1,1,3,609,No
1,1,3,1,1,3,769.5,No
0,0,1,0,1,5,1659.25,No
1,0,3,0,3,4,955.75,No
1,1,1,0,1,3,1161.25,No
3,1,1,0,3,4,240.5,No
1,1,3,2,2,4,1333.25,No
0,1,0,0,1,2,1308,No
1,1,1,2,2,2,1097.25,No
3,1,3,2,2,5,809.75,No
0,0,3,2,2,2,1025.25,No
3,1,1,2,2,5,156.25,No
3,0,1,1,2,2,1171.75,No
3,0,1,2,2,4,1745.25,No
0,1,1,0,2,3,652,Yes
1,1,0,0,1,3,1086.25,No
0,1,1,2,3,4,977.5,No
1,1,3,1,1,3,837.5,No
0,0,0,0,3,3,845,No
0,1,1,2,2,2,1262.25,No
1,1,1,0,3,3,888.75,No
0,1,1,0,3,4,851.5,No
1,1,0,2,4,2,1119.5,No
3,1,1,0,2,5,759.5,No
