Offer Accepted,Reward,rewardvalue,Mailer Type,mailertype,Income Level,incomelevel,Credit Rating,creditratingvalue,Credit Cards Held,Household Size,Average Balance
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,3,1108.25
No,Cash Back,1,Postcard,1,High,3,Low,0,3,4,1270.5
No,Points,3,Postcard,1,High,3,High,2,1,3,990
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,4,995.75
No,Cash Back,1,Postcard,1,Low,0,Medium,1,1,4,736
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,1055.25
No,Points,3,Letter,0,Medium,1,Medium,1,3,3,367.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,5,236.75
No,Air Miles,0,Postcard,1,Low,0,High,2,3,5,1790
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,1205.25
No,Points,3,Letter,0,Medium,1,High,2,1,3,1000.5
No,Air Miles,0,Letter,0,Medium,1,High,2,2,5,928.5
Yes,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,4,921.75
No,Cash Back,1,Postcard,1,Low,0,Low,0,2,3,908.75
No,Points,3,Postcard,1,Low,0,Low,0,3,3,184.25
No,Cash Back,1,Letter,0,Medium,1,High,2,1,3,151.5
No,Points,3,Postcard,1,Low,0,Medium,1,3,5,1333.5
No,Air Miles,0,Postcard,1,Low,0,Medium,1,2,2,1259.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,3,4,1196.5
No,Points,3,Letter,0,Medium,1,Medium,1,1,3,1077.75
No,Air Miles,0,Postcard,1,High,3,High,2,1,4,1157.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,1,5,951.75
No,Points,3,Letter,0,Medium,1,Medium,1,2,4,306
No,Points,3,Letter,0,High,3,Low,0,2,4,1068.25
No,Points,3,Letter,0,Low,0,Medium,1,3,3,1264
No,Points,3,Letter,0,High,3,Low,0,1,6,1815
No,Points,3,Letter,0,High,3,Medium,1,2,4,993
No,Cash Back,1,Letter,0,High,3,Low,0,2,2,323.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,1,2,743.75
No,Air Miles,0,Postcard,1,High,3,Low,0,3,2,1186.5
No,Air Miles,0,Postcard,1,Low,0,High,2,2,4,1256.75
No,Points,3,Letter,0,Medium,1,Low,0,4,1,1123
No,Points,3,Postcard,1,Low,0,High,2,3,3,941.5
Yes,Cash Back,1,Postcard,1,Low,0,Low,0,4,3,1145.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,4,950.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,3,888.75
No,Air Miles,0,Letter,0,High,3,Low,0,2,3,910.25
No,Points,3,Letter,0,Medium,1,Low,0,1,1,268
No,Cash Back,1,Letter,0,Medium,1,High,2,3,5,1032
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,4,904.25
No,Points,3,Letter,0,Medium,1,Medium,1,2,2,1029.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,4,1184.5
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,3,1145
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,5,921
No,Points,3,Postcard,1,High,3,Low,0,1,3,1140.5
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,4,1306
No,Air Miles,0,Letter,0,Medium,1,High,2,1,5,953.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,2,1403.25
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,4,800.5
No,Air Miles,0,Postcard,1,Low,0,High,2,1,5,832.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,3,1151.5
No,Cash Back,1,Letter,0,Low,0,Medium,1,1,3,1361.75
No,Cash Back,1,Letter,0,Medium,1,Low,0,3,4,1042.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,164
No,Cash Back,1,Letter,0,High,3,Low,0,2,3,1179.5
No,Air Miles,0,Letter,0,Low,0,High,2,1,4,1033.25
No,Air Miles,0,Letter,0,Medium,1,High,2,2,2,1038.75
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,5,735.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,1183.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,2,330.25
No,Cash Back,1,Postcard,1,High,3,High,2,2,2,109.5
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,6,188.25
No,Air Miles,0,Postcard,1,Low,0,High,2,2,3,1719.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,4,1092.25
No,Air Miles,0,Letter,0,High,3,Low,0,2,2,865
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,154.75
No,Points,3,Letter,0,Medium,1,Medium,1,2,1,887
No,Points,3,Postcard,1,Low,0,High,2,2,3,1141.75
No,Air Miles,0,Postcard,1,High,3,High,2,2,4,1120.75
No,Points,3,Postcard,1,High,3,Low,0,3,3,168
No,Air Miles,0,Postcard,1,High,3,High,2,1,2,628
No,Points,3,Postcard,1,Low,0,Low,0,3,3,1474.5
No,Air Miles,0,Letter,0,Low,0,High,2,1,2,972
No,Air Miles,0,Letter,0,High,3,Low,0,1,4,716.75
No,Cash Back,1,Postcard,1,High,3,Low,0,3,4,1117.5
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,4,681.75
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,3,236
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,3,856.75
No,Cash Back,1,Letter,0,High,3,Medium,1,3,5,1173.75
No,Cash Back,1,Postcard,1,Low,0,Low,0,2,4,741
No,Air Miles,0,Letter,0,Low,0,High,2,3,3,1169.75
No,Points,3,Postcard,1,Medium,1,Medium,1,1,3,270
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,755.25
No,Points,3,Postcard,1,Low,0,Medium,1,2,5,1091.25
Yes,Air Miles,0,Letter,0,Medium,1,Low,0,1,4,867.75
No,Points,3,Postcard,1,Low,0,Medium,1,1,4,825.5
No,Air Miles,0,Letter,0,Low,0,Medium,1,1,3,175.25
Yes,Air Miles,0,Postcard,1,High,3,Low,0,1,4,1013.25
No,Cash Back,1,Letter,0,High,3,Low,0,1,2,665.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,4,872.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,4,257.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,653.25
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,3,299.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,4,4,781.75
No,Air Miles,0,Letter,0,High,3,Medium,1,1,3,1155.75
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,3,1078.5
No,Air Miles,0,Postcard,1,Low,0,Medium,1,2,2,776.25
No,Air Miles,0,Letter,0,High,3,High,2,4,1,187.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,2,1276.5
No,Air Miles,0,Letter,0,Medium,1,High,2,1,4,1149
No,Cash Back,1,Letter,0,Low,0,High,2,3,3,857.25
No,Air Miles,0,Postcard,1,Low,0,Medium,1,4,4,1158
Yes,Points,3,Letter,0,Medium,1,Low,0,4,2,82.5
No,Cash Back,1,Postcard,1,High,3,Medium,1,3,2,966.25
No,Cash Back,1,Postcard,1,Low,0,High,2,2,2,310.5
No,Cash Back,1,Postcard,1,High,3,Low,0,1,5,314
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,886
No,Points,3,Postcard,1,Medium,1,High,2,2,5,349
No,Cash Back,1,Postcard,1,Low,0,High,2,3,4,994.75
No,Points,3,Postcard,1,Low,0,High,2,1,1,1114.5
No,Cash Back,1,Postcard,1,Low,0,High,2,2,5,1059.25
No,Air Miles,0,Letter,0,Low,0,High,2,2,3,1201.75
No,Points,3,Letter,0,Medium,1,Low,0,3,4,1138.25
No,Points,3,Postcard,1,High,3,Low,0,3,2,115.25
No,Air Miles,0,Letter,0,High,3,High,2,3,5,288.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,4,1114
No,Points,3,Letter,0,Medium,1,Low,0,2,3,839.5
No,Air Miles,0,Letter,0,High,3,Low,0,1,3,1168.75
No,Points,3,Postcard,1,Medium,1,Medium,1,2,3,1113
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,5,205
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,4,840.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,4,1116.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,189
No,Air Miles,0,Letter,0,Low,0,Medium,1,3,3,1120.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,2,935
No,Air Miles,0,Letter,0,Medium,1,High,2,3,2,1086
No,Points,3,Letter,0,Medium,1,High,2,3,3,206.5
No,Points,3,Letter,0,Medium,1,High,2,2,3,1098
No,Points,3,Letter,0,High,3,Medium,1,1,4,806.25
No,Points,3,Letter,0,Medium,1,Medium,1,2,4,808
No,Cash Back,1,Postcard,1,Medium,1,Low,0,3,5,1349.75
No,Points,3,Postcard,1,High,3,Medium,1,1,4,1208.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,3,5,1197
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,5,694.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,5,948.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,3,1,870.5
No,Cash Back,1,Letter,0,Low,0,High,2,2,1,1020.25
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,5,1277.5
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,4,1222
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,4,1058.5
No,Air Miles,0,Letter,0,Low,0,Medium,1,2,3,752
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,3,178.5
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,5,1146.5
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,3,975
No,Cash Back,1,Postcard,1,Low,0,High,2,3,2,1141.5
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,776
No,Air Miles,0,Postcard,1,Low,0,Low,0,2,4,332
No,Air Miles,0,Letter,0,Medium,1,High,2,1,5,1113
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,2,984.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,3,3,1213.5
No,Air Miles,0,Postcard,1,Low,0,Low,0,2,3,296.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,4,1191.25
No,Points,3,Postcard,1,High,3,High,2,3,6,1302
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,4,1532
No,Cash Back,1,Letter,0,Low,0,Low,0,2,5,1131.5
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,2,1369.25
No,Points,3,Postcard,1,Medium,1,Medium,1,3,4,982.5
No,Points,3,Postcard,1,Medium,1,High,2,4,5,890.25
No,Points,3,Postcard,1,High,3,Medium,1,2,2,1111.5
Yes,Cash Back,1,Postcard,1,Medium,1,Low,0,2,4,1114.75
No,Cash Back,1,Letter,0,Low,0,High,2,3,3,630.5
No,Points,3,Letter,0,Medium,1,Low,0,1,4,1249.25
Yes,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,6,1325
No,Points,3,Postcard,1,Low,0,Low,0,2,2,783
Yes,Points,3,Letter,0,Low,0,Low,0,1,3,945.25
No,Air Miles,0,Letter,0,High,3,Low,0,1,4,1773
No,Air Miles,0,Letter,0,Low,0,Medium,1,1,4,190
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,3,721.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,2,861.5
No,Cash Back,1,Letter,0,Low,0,Low,0,2,3,1025.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,3,997.75
No,Air Miles,0,Letter,0,Low,0,High,2,3,4,1054.25
No,Air Miles,0,Letter,0,Medium,1,High,2,3,4,1147.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,5,1099.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,699.5
No,Cash Back,1,Postcard,1,High,3,Low,0,3,5,1016
No,Points,3,Postcard,1,High,3,Low,0,1,5,1078
No,Points,3,Postcard,1,Low,0,Medium,1,1,3,1116.75
No,Points,3,Postcard,1,Medium,1,High,2,2,3,1402.25
No,Points,3,Letter,0,Medium,1,Low,0,3,3,929.75
No,Air Miles,0,Letter,0,Low,0,Low,0,3,2,1154.5
No,Points,3,Letter,0,Low,0,Low,0,3,2,748.5
No,Cash Back,1,Letter,0,Medium,1,High,2,4,5,280.25
No,Cash Back,1,Letter,0,Medium,1,High,2,1,5,1104
No,Cash Back,1,Letter,0,High,3,Low,0,2,2,242.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,4,806.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,4,980.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,4,939
No,Points,3,Letter,0,High,3,High,2,1,3,699.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,4,142.5
No,Points,3,Letter,0,Medium,1,Low,0,2,5,1252.75
No,Points,3,Postcard,1,Medium,1,Medium,1,3,2,1198
No,Cash Back,1,Postcard,1,Low,0,Low,0,3,4,1270.75
No,Points,3,Postcard,1,Low,0,Low,0,2,5,1077.75
No,Cash Back,1,Letter,0,High,3,Medium,1,2,2,811.75
No,Points,3,Postcard,1,High,3,Medium,1,2,3,1086.75
No,Points,3,Postcard,1,High,3,Medium,1,2,4,1061
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,4,780
Yes,Cash Back,1,Postcard,1,Medium,1,Low,0,2,1,988
No,Points,3,Letter,0,Low,0,Medium,1,1,3,1135.25
No,Cash Back,1,Letter,0,High,3,Medium,1,3,4,1165.75
No,Air Miles,0,Letter,0,Low,0,Low,0,2,3,909.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,3,2,227.5
No,Points,3,Postcard,1,Medium,1,High,2,1,5,692
No,Points,3,Letter,0,Low,0,Medium,1,3,5,228
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,6,1151.5
No,Cash Back,1,Letter,0,High,3,Medium,1,2,3,943.75
Yes,Air Miles,0,Postcard,1,High,3,Medium,1,2,5,976.25
No,Points,3,Postcard,1,Medium,1,High,2,1,3,923.5
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,1410.75
No,Points,3,Postcard,1,Medium,1,High,2,2,5,1107.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,4,1139.25
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,0
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,2,1001.5
No,Cash Back,1,Letter,0,Medium,1,High,2,1,3,723.5
No,Air Miles,0,Letter,0,Medium,1,High,2,2,5,1218
No,Points,3,Letter,0,High,3,Medium,1,2,1,1103.75
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,2,742.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,3,4,1221.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,993.5
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,4,978.25
No,Air Miles,0,Letter,0,High,3,Low,0,2,5,994.75
No,Points,3,Postcard,1,High,3,Low,0,2,5,1096.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,5,973.75
No,Points,3,Postcard,1,Medium,1,High,2,1,5,826
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,5,724.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,4,1309.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,3,1117
No,Cash Back,1,Letter,0,Medium,1,High,2,2,4,1142
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,4,989
No,Air Miles,0,Postcard,1,Low,0,Medium,1,3,3,736.25
No,Points,3,Postcard,1,High,3,Medium,1,3,5,1116.75
No,Points,3,Letter,0,Medium,1,High,2,2,3,896.75
No,Points,3,Postcard,1,Medium,1,Medium,1,3,2,794.5
No,Points,3,Postcard,1,Low,0,High,2,3,4,903.75
No,Points,3,Letter,0,Low,0,Low,0,3,4,785
No,Air Miles,0,Letter,0,Medium,1,High,2,1,2,999.25
Yes,Points,3,Postcard,1,High,3,Medium,1,1,1,1013.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,4,1082
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,2,220
No,Points,3,Letter,0,High,3,Low,0,1,2,1256.75
No,Points,3,Letter,0,High,3,Low,0,1,2,181.5
No,Points,3,Letter,0,Medium,1,Low,0,1,3,1053.5
No,Points,3,Letter,0,High,3,Low,0,2,2,251.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,1173.25
No,Points,3,Letter,0,Medium,1,High,2,1,3,891.75
No,Points,3,Letter,0,Medium,1,Low,0,1,3,582.25
No,Air Miles,0,Letter,0,High,3,High,2,3,4,935.75
No,Air Miles,0,Letter,0,Medium,1,High,2,1,2,794
No,Cash Back,1,Letter,0,Medium,1,High,2,2,4,1056
No,Air Miles,0,Letter,0,Medium,1,High,2,4,3,124
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,6,1156.5
No,Air Miles,0,Postcard,1,Low,0,High,2,1,4,1017.25
No,Air Miles,0,Letter,0,High,3,High,2,2,3,830.25
No,Points,3,Letter,0,Medium,1,High,2,2,4,1099.5
Yes,Points,3,Letter,0,Low,0,Low,0,1,3,897.5
No,Cash Back,1,Postcard,1,High,3,High,2,3,5,796
No,Points,3,Letter,0,Low,0,Medium,1,2,3,816.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,4,933.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,3,1178
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,2,1260.75
No,Cash Back,1,Postcard,1,Low,0,Medium,1,1,5,1095.5
No,Points,3,Postcard,1,High,3,Low,0,3,2,1252.75
No,Cash Back,1,Postcard,1,High,3,Low,0,1,3,664.25
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,5,898.25
No,Cash Back,1,Letter,0,Medium,1,High,2,4,6,662.5
No,Air Miles,0,Letter,0,High,3,High,2,1,5,1085
No,Cash Back,1,Letter,0,High,3,Medium,1,2,5,1198
No,Points,3,Postcard,1,Low,0,Medium,1,1,3,1124.5
No,Air Miles,0,Letter,0,Medium,1,High,2,3,3,976.25
No,Cash Back,1,Letter,0,High,3,Low,0,3,4,1177.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,3,268
No,Air Miles,0,Letter,0,High,3,High,2,2,3,1010.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,4,1087.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,5,1204
No,Points,3,Postcard,1,Medium,1,Medium,1,2,2,1458.5
No,Cash Back,1,Letter,0,Low,0,Low,0,2,3,140.5
No,Points,3,Postcard,1,Low,0,Low,0,2,3,1169
No,Points,3,Postcard,1,Low,0,Low,0,2,5,944.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,3,5,1302.5
No,Points,3,Letter,0,High,3,Low,0,1,4,971.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,4,1204.75
No,Points,3,Postcard,1,Medium,1,Medium,1,3,1,1788.5
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,615.5
No,Points,3,Letter,0,Medium,1,Medium,1,1,4,1017
No,Points,3,Letter,0,High,3,Medium,1,1,4,999
No,Cash Back,1,Letter,0,High,3,Low,0,2,4,985
No,Air Miles,0,Letter,0,High,3,Low,0,2,3,863.75
No,Points,3,Postcard,1,High,3,Medium,1,1,4,862
No,Air Miles,0,Postcard,1,Low,0,Medium,1,4,3,984.75
No,Cash Back,1,Letter,0,Medium,1,High,2,2,3,99.75
No,Cash Back,1,Letter,0,Low,0,High,2,2,4,732.5
No,Points,3,Postcard,1,Medium,1,Medium,1,1,5,1820.25
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,2,916.25
No,Cash Back,1,Postcard,1,High,3,Low,0,1,6,1036.25
No,Points,3,Letter,0,Low,0,Medium,1,1,3,867.75
No,Points,3,Postcard,1,Medium,1,High,2,2,3,1121.5
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,2,973
No,Air Miles,0,Postcard,1,High,3,High,2,2,4,954.25
No,Points,3,Letter,0,High,3,Medium,1,1,4,229.25
No,Cash Back,1,Postcard,1,High,3,Low,0,2,3,1040.75
No,Points,3,Letter,0,Medium,1,Medium,1,2,5,700
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,3,1219.75
No,Points,3,Postcard,1,Medium,1,High,2,3,3,1008.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,4,932.25
No,Air Miles,0,Letter,0,Low,0,High,2,3,5,230
No,Air Miles,0,Postcard,1,High,3,Low,0,1,2,1181.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,4,943.25
No,Air Miles,0,Letter,0,High,3,Medium,1,2,4,1211
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,3,975
No,Points,3,Postcard,1,Medium,1,Medium,1,1,3,1424.25
No,Air Miles,0,Letter,0,Medium,1,High,2,1,3,953.25
No,Cash Back,1,Postcard,1,High,3,High,2,2,3,1075
No,Points,3,Letter,0,High,3,High,2,1,3,583.75
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,4,825
No,Cash Back,1,Postcard,1,High,3,Low,0,1,3,1289.75
No,Air Miles,0,Letter,0,High,3,Medium,1,2,5,622.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,6,1028.25
No,Points,3,Letter,0,Low,0,Medium,1,2,5,849
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,4,1755.75
No,Cash Back,1,Letter,0,Medium,1,High,2,1,2,1053.75
No,Air Miles,0,Letter,0,High,3,Medium,1,2,2,213.5
No,Points,3,Letter,0,Medium,1,Low,0,2,4,187.5
Yes,Air Miles,0,Postcard,1,Low,0,Medium,1,2,4,631.5
No,Cash Back,1,Letter,0,High,3,High,2,1,3,197.25
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,3,1203.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,3,322.25
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,3,1144.75
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,5,1291.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,3,975.25
No,Points,3,Letter,0,Low,0,Medium,1,1,4,1147
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,5,356.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,367.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,4,1064.25
No,Cash Back,1,Postcard,1,Low,0,High,2,2,3,921
No,Points,3,Postcard,1,Medium,1,High,2,2,4,1075.75
No,Points,3,Letter,0,Low,0,High,2,2,2,1215.75
No,Points,3,Postcard,1,Low,0,Medium,1,1,4,1199
Yes,Cash Back,1,Postcard,1,Medium,1,Low,0,2,1,1091.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,3,1009.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,3,823
Yes,Points,3,Letter,0,Medium,1,Low,0,2,3,1010.5
No,Points,3,Postcard,1,Medium,1,Low,0,3,1,744.5
No,Air Miles,0,Letter,0,High,3,Medium,1,1,4,1266.5
No,Points,3,Postcard,1,Medium,1,Medium,1,3,4,1137.75
No,Points,3,Letter,0,Medium,1,Low,0,2,3,1601.75
No,Cash Back,1,Postcard,1,High,3,High,2,1,4,1115.5
No,Cash Back,1,Letter,0,Low,0,Low,0,2,4,1199.25
No,Cash Back,1,Letter,0,Low,0,Low,0,2,5,1158.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,1,1,1048.75
No,Points,3,Postcard,1,Medium,1,Medium,1,2,3,1139
No,Air Miles,0,Postcard,1,Low,0,Medium,1,2,4,1656.5
No,Points,3,Letter,0,Low,0,Medium,1,2,3,962
No,Points,3,Postcard,1,Low,0,Medium,1,4,3,202
No,Cash Back,1,Postcard,1,Medium,1,Low,0,4,4,1260.5
No,Points,3,Letter,0,Low,0,Medium,1,1,4,748.25
Yes,Cash Back,1,Postcard,1,Low,0,High,2,1,5,962.75
No,Air Miles,0,Letter,0,Low,0,High,2,1,3,283.75
No,Points,3,Postcard,1,High,3,High,2,3,4,216.75
No,Cash Back,1,Letter,0,High,3,High,2,2,3,1282.5
No,Points,3,Letter,0,High,3,Medium,1,1,5,726.25
No,Air Miles,0,Letter,0,Low,0,Medium,1,1,4,775
No,Points,3,Postcard,1,Low,0,Low,0,2,4,782.25
No,Points,3,Postcard,1,Medium,1,Medium,1,3,2,1217.5
No,Cash Back,1,Letter,0,High,3,Medium,1,1,3,1053
No,Points,3,Postcard,1,Medium,1,High,2,1,3,255.25
No,Cash Back,1,Postcard,1,High,3,Medium,1,3,2,937.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,4,940
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,3,1216.25
No,Cash Back,1,Letter,0,Medium,1,High,2,2,3,1273.25
No,Air Miles,0,Letter,0,Low,0,High,2,2,2,214.5
No,Points,3,Postcard,1,Low,0,Low,0,1,4,783.25
No,Points,3,Letter,0,High,3,Medium,1,2,3,1166.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,3,631
Yes,Points,3,Postcard,1,Medium,1,Low,0,3,3,1726
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,3,1339.75
No,Points,3,Letter,0,Medium,1,Low,0,3,3,245.75
No,Points,3,Letter,0,Low,0,Low,0,2,4,1121.25
No,Points,3,Letter,0,Medium,1,High,2,1,4,1182
No,Points,3,Letter,0,Medium,1,Low,0,1,5,1023.75
No,Points,3,Letter,0,Low,0,Low,0,2,4,1166
No,Air Miles,0,Letter,0,Low,0,High,2,1,5,1364.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,3,1033.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,3,5,1155
No,Air Miles,0,Letter,0,Medium,1,High,2,1,5,208.75
No,Points,3,Letter,0,Medium,1,High,2,1,3,966
No,Cash Back,1,Postcard,1,Low,0,Medium,1,1,2,1271.25
No,Cash Back,1,Postcard,1,High,3,High,2,3,4,868.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,2,1020.5
No,Air Miles,0,Letter,0,Low,0,High,2,1,5,999
No,Cash Back,1,Letter,0,Medium,1,High,2,1,5,1645.5
No,Air Miles,0,Letter,0,High,3,Low,0,1,3,881
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,5,1083.5
No,Points,3,Postcard,1,Low,0,High,2,2,4,1051.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,5,1014
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,5,1182.25
No,Cash Back,1,Letter,0,High,3,High,2,2,2,206
No,Points,3,Letter,0,Medium,1,Low,0,3,3,267.75
Yes,Air Miles,0,Postcard,1,Low,0,Medium,1,4,6,760.25
No,Air Miles,0,Letter,0,Low,0,High,2,1,4,1061.25
No,Cash Back,1,Letter,0,Medium,1,High,2,2,3,198.75
Yes,Cash Back,1,Postcard,1,Low,0,Low,0,3,2,1159.5
No,Points,3,Postcard,1,High,3,Medium,1,2,3,1113.75
No,Air Miles,0,Letter,0,High,3,Medium,1,3,4,793
No,Points,3,Postcard,1,High,3,High,2,2,1,1791
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,4,1197
No,Points,3,Postcard,1,Medium,1,Low,0,4,4,1140.5
No,Air Miles,0,Postcard,1,Low,0,High,2,3,2,284.75
No,Air Miles,0,Letter,0,Medium,1,High,2,2,3,1108.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,202.75
