Customer Number,Offer Accepted,Reward,Mailer Type
9110,No,Air Miles,Letter
9111,No,Points,Letter
9112,No,Points,Postcard
9113,No,Points,Postcard
9114,No,Cash Back,Postcard
9115,No,Cash Back,Letter
9116,No,Points,Postcard
9117,No,Air Miles,Letter
9118,No,Cash Back,Letter
9119,No,Cash Back,Letter
9120,No,Cash Back,Postcard
9121,No,Air Miles,Letter
9122,No,Cash Back,Postcard
9123,No,Cash Back,Letter
9124,No,Air Miles,Postcard
9125,Yes,Points,Letter
9126,No,Air Miles,Letter
9127,No,Air Miles,Letter
9128,No,Cash Back,Letter
9129,No,Cash Back,Letter
9130,No,Air Miles,Postcard
9131,No,Air Miles,Postcard
9132,No,Air Miles,Postcard
9133,Yes,Points,Postcard
9134,No,Cash Back,Letter
9135,No,Air Miles,Postcard
9136,No,Air Miles,Postcard
9137,No,Cash Back,Postcard
9138,No,Cash Back,Postcard
9139,No,Points,Letter
9140,No,Cash Back,Postcard
9141,No,Points,Letter
9142,No,Cash Back,Postcard
9143,No,Cash Back,Letter
9144,No,Cash Back,Postcard
9145,No,Air Miles,Letter
9146,No,Air Miles,Postcard
9147,No,Cash Back,Letter
9148,No,Cash Back,Postcard
9149,No,Air Miles,Letter
9150,No,Cash Back,Letter
9151,No,Cash Back,Postcard
9152,No,Points,Postcard
9153,No,Cash Back,Postcard
9154,No,Air Miles,Postcard
9155,No,Cash Back,Postcard
9156,No,Points,Postcard
9157,No,Air Miles,Letter
9158,No,Points,Postcard
9159,No,Points,Letter
9160,No,Points,Letter
9161,Yes,Air Miles,Postcard
9162,No,Cash Back,Postcard
9163,No,Air Miles,Postcard
9164,No,Cash Back,Postcard
9165,No,Air Miles,Letter
9166,No,Air Miles,Postcard
9167,No,Cash Back,Postcard
9168,No,Air Miles,Postcard
9169,No,Cash Back,Postcard
9170,No,Points,Postcard
9171,No,Air Miles,Postcard
9172,No,Points,Letter
9173,No,Points,Letter
9174,No,Points,Postcard
9175,No,Air Miles,Letter
9176,No,Points,Letter
9177,No,Cash Back,Postcard
9178,No,Air Miles,Postcard
9179,No,Points,Letter
9180,No,Points,Postcard
9181,No,Points,Postcard
9182,No,Air Miles,Postcard
9183,No,Air Miles,Letter
9184,No,Air Miles,Letter
9185,No,Points,Postcard
9186,No,Points,Postcard
9187,No,Cash Back,Letter
9188,No,Cash Back,Letter
9189,No,Cash Back,Postcard
9190,No,Cash Back,Letter
9191,No,Points,Postcard
9192,No,Points,Postcard
9193,No,Points,Letter
9194,No,Air Miles,Postcard
9195,No,Cash Back,Letter
9196,No,Points,Postcard
9197,No,Cash Back,Letter
9198,No,Cash Back,Postcard
9199,No,Air Miles,Postcard
9200,No,Air Miles,Postcard
9201,No,Cash Back,Postcard
9202,No,Air Miles,Postcard
9203,No,Cash Back,Postcard
9204,No,Points,Letter
9205,No,Air Miles,Postcard
9206,No,Cash Back,Postcard
9207,Yes,Air Miles,Letter
9208,No,Air Miles,Letter
9209,No,Points,Letter
9210,No,Air Miles,Postcard
9211,No,Points,Letter
9212,No,Cash Back,Letter
9213,No,Points,Postcard
9214,No,Air Miles,Letter
9215,Yes,Air Miles,Postcard
9216,No,Air Miles,Letter
9217,No,Cash Back,Letter
9218,No,Points,Letter
9219,Yes,Cash Back,Postcard
9220,No,Cash Back,Postcard
9221,No,Air Miles,Letter
9222,No,Points,Letter
9223,No,Air Miles,Letter
9224,No,Cash Back,Postcard
9225,No,Air Miles,Letter
9226,No,Air Miles,Letter
9227,No,Air Miles,Postcard
9228,No,Points,Postcard
9229,No,Air Miles,Postcard
9230,No,Points,Letter
9231,No,Cash Back,Letter
9232,No,Air Miles,Postcard
9233,No,Cash Back,Letter
9234,No,Cash Back,Letter
9235,No,Cash Back,Letter
9236,No,Air Miles,Postcard
9237,No,Air Miles,Letter
9238,No,Points,Letter
9239,No,Points,Postcard
9240,No,Cash Back,Postcard
9241,No,Cash Back,Postcard
9242,No,Air Miles,Postcard
9243,No,Air Miles,Letter
9244,No,Air Miles,Letter
9245,No,Air Miles,Postcard
9246,No,Cash Back,Postcard
9247,No,Points,Letter
9248,No,Cash Back,Postcard
9249,No,Points,Postcard
9250,No,Cash Back,Postcard
9251,No,Points,Letter
9252,Yes,Air Miles,Letter
9253,No,Air Miles,Letter
9254,No,Cash Back,Letter
9255,No,Air Miles,Postcard
9256,No,Air Miles,Letter
9257,No,Cash Back,Postcard
9258,No,Air Miles,Postcard
9259,No,Cash Back,Postcard
9260,No,Points,Postcard
9261,No,Air Miles,Letter
9262,No,Points,Letter
9263,No,Air Miles,Postcard
9264,No,Air Miles,Postcard
9265,No,Points,Letter
9266,No,Air Miles,Letter
9267,Yes,Points,Postcard
9268,No,Air Miles,Letter
9269,No,Points,Letter
9270,No,Air Miles,Postcard
9271,No,Air Miles,Letter
9272,No,Cash Back,Letter
9273,No,Cash Back,Postcard
9274,No,Cash Back,Postcard
9275,No,Points,Postcard
9276,Yes,Air Miles,Postcard
9277,No,Points,Letter
9278,No,Points,Letter
9279,No,Cash Back,Postcard
9280,No,Air Miles,Letter
9281,No,Air Miles,Postcard
9282,Yes,Points,Letter
9283,No,Air Miles,Letter
9284,No,Cash Back,Postcard
9285,No,Cash Back,Postcard
9286,No,Air Miles,Postcard
9287,No,Points,Letter
9288,No,Points,Postcard
9289,No,Cash Back,Postcard
9290,No,Air Miles,Letter
9291,No,Cash Back,Postcard
9292,No,Points,Postcard
9293,No,Points,Letter
9294,No,Cash Back,Postcard
9295,No,Cash Back,Postcard
9296,No,Cash Back,Postcard
9297,No,Air Miles,Letter
9298,No,Air Miles,Letter
9299,Yes,Air Miles,Letter
9300,No,Cash Back,Postcard
9301,No,Air Miles,Postcard
9302,No,Air Miles,Letter
9303,No,Air Miles,Postcard
9304,No,Air Miles,Postcard
9305,No,Air Miles,Postcard
9306,No,Points,Letter
9307,No,Points,Postcard
9308,No,Points,Postcard
9309,No,Air Miles,Postcard
9310,No,Air Miles,Postcard
9311,No,Air Miles,Postcard
9312,No,Cash Back,Letter
9313,No,Air Miles,Postcard
9314,No,Cash Back,Postcard
9315,No,Cash Back,Postcard
9316,No,Cash Back,Postcard
9317,No,Cash Back,Letter
9318,No,Cash Back,Postcard
9319,No,Air Miles,Letter
9320,No,Points,Postcard
9321,No,Points,Postcard
9322,No,Cash Back,Letter
9323,No,Cash Back,Postcard
9324,No,Points,Postcard
9325,No,Points,Postcard
9326,No,Cash Back,Postcard
9327,No,Points,Letter
9328,No,Air Miles,Letter
9329,No,Air Miles,Letter
9330,No,Air Miles,Letter
9331,No,Cash Back,Letter
9332,No,Air Miles,Letter
9333,No,Cash Back,Letter
9334,No,Points,Letter
9335,No,Points,Letter
9336,No,Cash Back,Letter
9337,No,Points,Letter
9338,No,Points,Letter
9339,No,Cash Back,Postcard
9340,No,Points,Letter
9341,No,Air Miles,Letter
9342,No,Cash Back,Letter
9343,No,Air Miles,Letter
9344,No,Points,Postcard
9345,No,Points,Postcard
9346,No,Air Miles,Letter
9347,No,Points,Postcard
9348,No,Air Miles,Postcard
9349,Yes,Points,Letter
9350,No,Air Miles,Letter
9351,No,Air Miles,Letter
9352,No,Cash Back,Letter
9353,No,Points,Postcard
9354,No,Air Miles,Letter
9355,No,Cash Back,Postcard
9356,No,Air Miles,Letter
9357,No,Air Miles,Letter
9358,No,Cash Back,Letter
9359,No,Air Miles,Letter
9360,No,Points,Postcard
9361,No,Points,Postcard
9362,No,Points,Letter
9363,No,Cash Back,Postcard
9364,No,Air Miles,Postcard
9365,No,Points,Letter
9366,No,Cash Back,Letter
9367,No,Points,Postcard
9368,No,Air Miles,Postcard
9369,No,Air Miles,Letter
9370,No,Cash Back,Letter
9371,No,Points,Letter
9372,No,Points,Letter
9373,No,Air Miles,Letter
9374,No,Air Miles,Letter
9375,No,Air Miles,Letter
9376,No,Points,Postcard
9377,No,Cash Back,Postcard
9378,No,Points,Postcard
9379,No,Air Miles,Postcard
9380,No,Points,Postcard
9381,No,Points,Postcard
9382,No,Points,Letter
9383,No,Air Miles,Postcard
9384,No,Points,Postcard
9385,No,Cash Back,Letter
9386,Yes,Air Miles,Letter
9387,No,Cash Back,Letter
9388,No,Points,Postcard
9389,No,Air Miles,Letter
9390,No,Air Miles,Postcard
9391,No,Air Miles,Postcard
9392,No,Points,Letter
9393,No,Air Miles,Letter
9394,No,Cash Back,Postcard
9395,No,Cash Back,Letter
9396,No,Points,Letter
9397,No,Cash Back,Letter
9398,No,Air Miles,Postcard
9399,No,Cash Back,Postcard
9400,No,Air Miles,Letter
9401,No,Points,Postcard
9402,No,Cash Back,Letter
9403,No,Points,Postcard
9404,No,Air Miles,Postcard
9405,No,Cash Back,Letter
9406,No,Cash Back,Postcard
9407,No,Points,Postcard
9408,No,Cash Back,Letter
9409,No,Air Miles,Postcard
9410,No,Points,Letter
9411,No,Air Miles,Postcard
9412,No,Air Miles,Postcard
9413,No,Points,Letter
9414,No,Points,Postcard
9415,No,Air Miles,Postcard
9416,No,Points,Letter
9417,No,Cash Back,Letter
9418,No,Points,Postcard
9419,No,Points,Letter
9420,No,Air Miles,Postcard
9421,No,Air Miles,Letter
9422,No,Cash Back,Postcard
9423,No,Points,Postcard
9424,No,Air Miles,Postcard
9425,No,Air Miles,Postcard
9426,No,Air Miles,Letter
9427,No,Points,Postcard
9428,No,Points,Postcard
9429,No,Air Miles,Letter
9430,No,Cash Back,Postcard
9431,No,Points,Letter
9432,No,Points,Postcard
9433,No,Points,Postcard
9434,No,Air Miles,Postcard
9435,No,Points,Postcard
9436,No,Air Miles,Letter
9437,No,Points,Postcard
9438,No,Cash Back,Letter
9439,No,Cash Back,Postcard
9440,No,Points,Letter
9441,No,Air Miles,Postcard
9442,No,Air Miles,Letter
9443,No,Points,Postcard
9444,No,Points,Letter
9445,No,Air Miles,Letter
9446,No,Air Miles,Letter
9447,No,Cash Back,Letter
9448,No,Cash Back,Letter
9449,Yes,Air Miles,Postcard
9450,No,Air Miles,Letter
9451,No,Points,Postcard
9452,No,Points,Postcard
9453,No,Air Miles,Postcard
9454,No,Points,Postcard
9455,No,Points,Letter
9456,No,Air Miles,Letter
9457,No,Air Miles,Postcard
9458,No,Air Miles,Postcard
9459,No,Air Miles,Letter
9460,No,Cash Back,Postcard
9461,No,Points,Postcard
9462,No,Points,Postcard
9463,No,Cash Back,Letter
9464,No,Points,Postcard
9465,No,Points,Letter
9466,No,Points,Letter
9467,No,Cash Back,Letter
9468,Yes,Air Miles,Letter
9469,No,Cash Back,Postcard
9470,No,Cash Back,Letter
9471,No,Cash Back,Letter
9472,No,Points,Letter
9473,No,Cash Back,Postcard
9474,No,Cash Back,Postcard
9475,No,Points,Letter
9476,No,Points,Letter
9477,No,Points,Postcard
9478,No,Air Miles,Letter
9479,No,Points,Letter
9480,No,Cash Back,Letter
9481,No,Cash Back,Postcard
9482,No,Air Miles,Letter
9483,No,Air Miles,Postcard
9484,No,Points,Postcard
9485,No,Points,Letter
9486,No,Air Miles,Postcard
9487,No,Points,Postcard
9488,No,Cash Back,Letter
9489,Yes,Air Miles,Letter
9490,No,Cash Back,Postcard
9491,No,Points,Letter
9492,No,Points,Postcard
9493,No,Air Miles,Letter
9494,No,Air Miles,Letter
9495,No,Points,Letter
9496,No,Points,Postcard
9497,No,Air Miles,Postcard
9498,No,Cash Back,Letter
9499,No,Points,Postcard
9500,No,Points,Letter
9501,No,Points,Postcard
9502,No,Air Miles,Postcard
9503,No,Air Miles,Letter
9504,No,Cash Back,Letter
9505,No,Points,Postcard
9506,No,Points,Postcard
9507,No,Air Miles,Postcard
9508,No,Cash Back,Postcard
9509,No,Air Miles,Letter
9510,No,Points,Postcard
9511,No,Cash Back,Postcard
9512,No,Points,Postcard
9513,No,Points,Letter
9514,No,Cash Back,Postcard
9515,No,Points,Letter
9516,No,Points,Postcard
9517,No,Air Miles,Postcard
9518,No,Cash Back,Postcard
9519,No,Air Miles,Letter
9520,No,Points,Letter
9521,No,Cash Back,Letter
9522,No,Cash Back,Postcard
9523,No,Air Miles,Postcard
9524,No,Air Miles,Postcard
9525,No,Points,Postcard
9526,Yes,Air Miles,Postcard
9527,No,Points,Postcard
9528,No,Cash Back,Letter
9529,No,Cash Back,Postcard
9530,No,Points,Letter
9531,No,Points,Postcard
9532,No,Air Miles,Postcard
9533,Yes,Air Miles,Postcard
9534,Yes,Air Miles,Postcard
9535,No,Air Miles,Letter
9536,No,Points,Letter
9537,No,Points,Postcard
9538,No,Points,Postcard
9539,No,Air Miles,Postcard
9540,No,Air Miles,Postcard
9541,No,Points,Postcard
9542,No,Air Miles,Postcard
9543,No,Cash Back,Postcard
9544,No,Points,Postcard
9545,No,Points,Letter
9546,No,Cash Back,Letter
9547,No,Points,Letter
9548,No,Points,Letter
9549,No,Points,Letter
9550,No,Cash Back,Letter
9551,No,Cash Back,Postcard
9552,No,Air Miles,Postcard
9553,No,Points,Postcard
9554,No,Cash Back,Postcard
9555,No,Air Miles,Letter
9556,No,Points,Letter
9557,No,Air Miles,Letter
9558,No,Points,Postcard
9559,No,Air Miles,Letter
9560,No,Points,Letter
9561,No,Cash Back,Letter
9562,No,Cash Back,Letter
9563,No,Points,Letter
9564,No,Air Miles,Postcard
9565,No,Air Miles,Letter
9566,No,Air Miles,Postcard
9567,No,Cash Back,Postcard
9568,No,Points,Postcard
9569,No,Points,Letter
9570,No,Cash Back,Postcard
9571,No,Cash Back,Letter
9572,No,Air Miles,Postcard
9573,No,Air Miles,Postcard
9574,No,Air Miles,Letter
9575,No,Points,Letter
9576,No,Air Miles,Postcard
9577,No,Points,Letter
9578,No,Air Miles,Letter
9579,No,Cash Back,Letter
9580,No,Cash Back,Postcard
9581,No,Points,Postcard
9582,No,Air Miles,Letter
9583,No,Cash Back,Letter
9584,Yes,Cash Back,Letter
9585,No,Cash Back,Postcard
9586,No,Air Miles,Postcard
9587,No,Points,Letter
9588,No,Points,Postcard
9589,No,Cash Back,Letter
9590,No,Air Miles,Letter
9591,No,Cash Back,Letter
9592,No,Air Miles,Postcard
9593,No,Points,Postcard
9594,No,Points,Postcard
9595,Yes,Cash Back,Postcard
9596,No,Cash Back,Letter
9597,No,Points,Postcard
9598,No,Points,Postcard
9599,No,Air Miles,Letter
9600,No,Points,Postcard
9601,No,Air Miles,Postcard
9602,No,Cash Back,Letter
9603,No,Points,Postcard
9604,No,Air Miles,Letter
9605,No,Cash Back,Postcard
9606,No,Points,Letter
9607,No,Cash Back,Postcard
9608,No,Points,Postcard
9609,No,Air Miles,Postcard
9610,No,Air Miles,Letter
9611,No,Air Miles,Postcard
9612,No,Cash Back,Letter
9613,No,Air Miles,Postcard
9614,No,Air Miles,Letter
9615,No,Points,Letter
9616,No,Air Miles,Postcard
9617,No,Air Miles,Letter
9618,No,Cash Back,Postcard
9619,No,Points,Postcard
9620,No,Points,Postcard
9621,Yes,Points,Postcard
9622,No,Air Miles,Postcard
9623,No,Air Miles,Letter
9624,No,Air Miles,Postcard
9625,No,Cash Back,Letter
9626,No,Air Miles,Letter
9627,No,Cash Back,Postcard
9628,No,Points,Postcard
9629,Yes,Points,Postcard
9630,No,Air Miles,Letter
9631,No,Air Miles,Letter
9632,No,Air Miles,Letter
9633,No,Cash Back,Postcard
9634,No,Cash Back,Postcard
9635,No,Points,Letter
9636,No,Air Miles,Letter
9637,No,Points,Letter
9638,No,Air Miles,Letter
9639,No,Air Miles,Postcard
9640,Yes,Air Miles,Letter
9641,No,Cash Back,Postcard
9642,No,Points,Postcard
9643,No,Points,Postcard
9644,No,Air Miles,Postcard
9645,No,Cash Back,Letter
9646,No,Points,Postcard
9647,No,Points,Letter
9648,No,Points,Postcard
9649,No,Air Miles,Letter
9650,No,Cash Back,Letter
9651,No,Air Miles,Postcard
9652,No,Points,Letter
9653,No,Cash Back,Letter
9654,Yes,Points,Postcard
9655,No,Points,Letter
9656,No,Cash Back,Postcard
9657,No,Cash Back,Postcard
9658,No,Points,Postcard
9659,No,Cash Back,Letter
9660,No,Points,Letter
9661,Yes,Points,Postcard
9662,No,Points,Postcard
9663,No,Air Miles,Letter
9664,No,Points,Letter
9665,No,Cash Back,Postcard
9666,No,Air Miles,Letter
9667,No,Air Miles,Letter
9668,No,Points,Letter
9669,No,Air Miles,Letter
9670,No,Points,Postcard
9671,No,Air Miles,Letter
9672,No,Cash Back,Letter
9673,No,Cash Back,Letter
9674,No,Points,Postcard
9675,No,Points,Letter
9676,No,Air Miles,Letter
9677,No,Points,Postcard
9678,No,Points,Postcard
9679,No,Cash Back,Postcard
9680,Yes,Points,Postcard
9681,No,Cash Back,Postcard
9682,No,Cash Back,Letter
9683,No,Air Miles,Letter
9684,No,Points,Letter
9685,No,Air Miles,Letter
9686,No,Cash Back,Postcard
9687,No,Points,Letter
9688,No,Air Miles,Letter
9689,No,Cash Back,Postcard
9690,Yes,Air Miles,Postcard
9691,No,Points,Postcard
9692,No,Air Miles,Letter
9693,No,Cash Back,Letter
9694,Yes,Air Miles,Postcard
9695,No,Points,Postcard
9696,No,Points,Letter
9697,No,Cash Back,Postcard
9698,No,Points,Letter
9699,No,Air Miles,Letter
9700,No,Air Miles,Postcard
9701,No,Air Miles,Letter
9702,No,Points,Letter
9703,No,Points,Letter
9704,No,Points,Letter
9705,No,Points,Letter
9706,No,Points,Postcard
9707,Yes,Cash Back,Postcard
9708,No,Cash Back,Postcard
9709,No,Air Miles,Letter
9710,No,Points,Postcard
9711,No,Cash Back,Letter
9712,No,Points,Letter
9713,No,Cash Back,Postcard
9714,No,Air Miles,Postcard
9715,No,Air Miles,Letter
9716,No,Air Miles,Postcard
9717,No,Air Miles,Postcard
9718,No,Points,Letter
9719,No,Cash Back,Postcard
9720,No,Air Miles,Letter
9721,Yes,Air Miles,Letter
9722,No,Cash Back,Postcard
9723,No,Air Miles,Letter
9724,No,Air Miles,Postcard
9725,No,Points,Letter
9726,No,Cash Back,Letter
9727,No,Air Miles,Letter
9728,No,Cash Back,Postcard
9729,No,Cash Back,Postcard
9730,No,Cash Back,Postcard
9731,No,Points,Postcard
9732,No,Air Miles,Letter
9733,No,Cash Back,Letter
9734,No,Points,Postcard
9735,No,Points,Letter
9736,No,Cash Back,Postcard
9737,No,Cash Back,Letter
9738,No,Cash Back,Postcard
9739,No,Cash Back,Postcard
9740,No,Points,Postcard
9741,No,Cash Back,Postcard
9742,No,Cash Back,Postcard
9743,No,Air Miles,Letter
9744,No,Cash Back,Postcard
9745,No,Points,Postcard
9746,No,Air Miles,Postcard
9747,No,Air Miles,Letter
9748,No,Cash Back,Postcard
9749,No,Air Miles,Postcard
9750,No,Cash Back,Postcard
9751,No,Cash Back,Postcard
9752,No,Points,Letter
9753,No,Air Miles,Postcard
9754,Yes,Air Miles,Postcard
9755,No,Points,Letter
9756,No,Points,Postcard
9757,No,Cash Back,Postcard
9758,No,Points,Postcard
9759,No,Points,Letter
9760,No,Cash Back,Letter
9761,No,Points,Letter
9762,No,Air Miles,Letter
9763,No,Cash Back,Letter
9764,No,Cash Back,Letter
9765,Yes,Points,Letter
9766,No,Points,Postcard
9767,No,Points,Postcard
9768,No,Cash Back,Postcard
9769,No,Points,Postcard
9770,No,Points,Postcard
9771,No,Points,Postcard
9772,No,Cash Back,Letter
9773,No,Air Miles,Letter
9774,No,Cash Back,Postcard
9775,No,Air Miles,Letter
9776,No,Air Miles,Letter
9777,Yes,Air Miles,Postcard
9778,No,Points,Postcard
9779,No,Points,Letter
9780,No,Points,Postcard
9781,No,Cash Back,Postcard
9782,No,Cash Back,Postcard
9783,No,Air Miles,Postcard
9784,No,Cash Back,Postcard
9785,No,Air Miles,Letter
9786,No,Cash Back,Letter
9787,No,Points,Letter
9788,No,Points,Postcard
9789,No,Points,Letter
9790,No,Air Miles,Letter
9791,No,Air Miles,Letter
9792,No,Cash Back,Postcard
9793,No,Cash Back,Letter
9794,No,Air Miles,Postcard
9795,No,Points,Letter
9796,No,Cash Back,Letter
9797,No,Cash Back,Letter
9798,No,Air Miles,Letter
9799,Yes,Air Miles,Postcard
9800,No,Cash Back,Letter
9801,No,Cash Back,Letter
9802,No,Air Miles,Postcard
9803,No,Cash Back,Letter
9804,No,Cash Back,Letter
9805,No,Air Miles,Postcard
9806,No,Air Miles,Postcard
9807,No,Points,Letter
9808,No,Points,Postcard
9809,No,Air Miles,Postcard
9810,No,Points,Letter
9811,No,Points,Letter
9812,No,Points,Letter
9813,No,Points,Postcard
9814,No,Points,Letter
9815,No,Points,Letter
9816,No,Air Miles,Letter
9817,No,Air Miles,Postcard
9818,No,Points,Postcard
9819,No,Air Miles,Postcard
9820,No,Air Miles,Postcard
9821,Yes,Points,Postcard
9822,No,Air Miles,Letter
9823,No,Cash Back,Letter
9824,No,Cash Back,Letter
9825,No,Cash Back,Postcard
9826,Yes,Cash Back,Postcard
9827,No,Air Miles,Postcard
9828,No,Air Miles,Postcard
9829,No,Cash Back,Letter
9830,No,Points,Letter
9831,No,Points,Postcard
9832,No,Air Miles,Letter
9833,No,Cash Back,Letter
9834,No,Air Miles,Postcard
9835,No,Air Miles,Postcard
9836,No,Points,Letter
9837,No,Air Miles,Letter
9838,No,Cash Back,Letter
9839,No,Points,Letter
9840,No,Points,Postcard
9841,No,Points,Postcard
9842,No,Cash Back,Letter
9843,No,Points,Postcard
9844,No,Air Miles,Postcard
9845,No,Air Miles,Letter
9846,Yes,Air Miles,Postcard
9847,Yes,Cash Back,Letter
9848,No,Points,Postcard
9849,No,Cash Back,Postcard
9850,No,Cash Back,Postcard
9851,No,Air Miles,Postcard
9852,No,Cash Back,Letter
9853,No,Points,Postcard
9854,No,Points,Letter
9855,No,Cash Back,Letter
9856,No,Points,Postcard
9857,No,Cash Back,Letter
9858,Yes,Air Miles,Postcard
9859,No,Cash Back,Letter
9860,No,Points,Letter
9861,No,Points,Postcard
9862,No,Cash Back,Letter
9863,No,Cash Back,Postcard
9864,No,Air Miles,Postcard
9865,No,Air Miles,Postcard
9866,No,Cash Back,Postcard
9867,No,Cash Back,Letter
9868,No,Air Miles,Postcard
9869,No,Cash Back,Postcard
9870,No,Air Miles,Postcard
9871,No,Air Miles,Postcard
9872,No,Cash Back,Postcard
9873,No,Points,Letter
9874,No,Air Miles,Postcard
9875,No,Points,Letter
9876,No,Air Miles,Postcard
9877,No,Cash Back,Postcard
9878,No,Cash Back,Postcard
9879,No,Air Miles,Postcard
9880,No,Points,Letter
9881,No,Points,Postcard
9882,No,Points,Postcard
9883,No,Cash Back,Letter
9884,No,Cash Back,Postcard
9885,No,Cash Back,Letter
9886,No,Air Miles,Letter
9887,No,Cash Back,Letter
9888,No,Cash Back,Letter
9889,No,Air Miles,Postcard
9890,No,Cash Back,Letter
9891,No,Cash Back,Postcard
9892,No,Cash Back,Letter
9893,Yes,Air Miles,Letter
9894,No,Cash Back,Postcard
9895,No,Points,Letter
9896,No,Air Miles,Letter
9897,No,Air Miles,Postcard
9898,Yes,Points,Postcard
9899,No,Cash Back,Postcard
9900,No,Cash Back,Letter
9901,No,Air Miles,Letter
9902,No,Points,Letter
9903,No,Points,Letter
9904,Yes,Air Miles,Letter
9905,No,Cash Back,Letter
9906,No,Points,Postcard
9907,No,Cash Back,Postcard
9908,No,Points,Postcard
9909,No,Air Miles,Letter
9910,No,Cash Back,Letter
9911,No,Cash Back,Postcard
9912,No,Cash Back,Postcard
9913,No,Air Miles,Postcard
9914,No,Points,Letter
9915,No,Points,Postcard
9916,No,Points,Letter
9917,No,Air Miles,Postcard
9918,No,Points,Postcard
9919,No,Cash Back,Postcard
9920,No,Points,Letter
9921,No,Points,Postcard
9922,No,Air Miles,Letter
9923,No,Points,Postcard
9924,No,Cash Back,Postcard
9925,Yes,Cash Back,Postcard
9926,No,Cash Back,Postcard
9927,No,Cash Back,Postcard
9928,No,Points,Postcard
9929,No,Points,Postcard
9930,No,Points,Postcard
9931,No,Air Miles,Letter
9932,No,Air Miles,Postcard
9933,No,Air Miles,Letter
9934,No,Cash Back,Letter
9935,No,Cash Back,Postcard
9936,No,Cash Back,Letter
9937,No,Points,Letter
9938,No,Points,Letter
9939,No,Points,Letter
9940,Yes,Air Miles,Postcard
9941,No,Cash Back,Letter
9942,No,Air Miles,Postcard
9943,No,Points,Postcard
9944,No,Air Miles,Letter
9945,No,Cash Back,Letter
9946,No,Points,Letter
9947,Yes,Air Miles,Letter
9948,No,Air Miles,Postcard
9949,No,Air Miles,Postcard
9950,No,Air Miles,Letter
9951,Yes,Air Miles,Letter
9952,No,Air Miles,Postcard
9953,No,Cash Back,Letter
9954,No,Points,Postcard
9955,No,Cash Back,Letter
9956,No,Points,Letter
9957,No,Points,Postcard
9958,No,Cash Back,Letter
9959,No,Air Miles,Postcard
9960,No,Air Miles,Postcard
9961,No,Air Miles,Letter
9962,No,Points,Postcard
9963,No,Points,Letter
9964,No,Cash Back,Letter
9965,No,Cash Back,Postcard
9966,Yes,Air Miles,Postcard
9967,No,Cash Back,Letter
9968,No,Points,Postcard
9969,No,Cash Back,Postcard
9970,No,Air Miles,Letter
9971,No,Points,Letter
9972,No,Points,Postcard
9973,No,Points,Letter
9974,No,Cash Back,Postcard
9975,No,Points,Postcard
9976,No,Points,Letter
9977,No,Points,Letter
9978,No,Cash Back,Letter
9979,No,Points,Letter
9980,No,Cash Back,Letter
9981,No,Points,Letter
9982,No,Air Miles,Letter
9983,Yes,Points,Postcard
9984,No,Cash Back,Postcard
9985,No,Cash Back,Postcard
9986,No,Cash Back,Letter
9987,No,Air Miles,Postcard
9988,No,Cash Back,Postcard
9989,No,Points,Letter
9990,No,Cash Back,Postcard
9991,No,Air Miles,Letter
9992,No,Air Miles,Letter
9993,No,Points,Postcard
9994,No,Cash Back,Postcard
9995,No,Points,Letter
9996,No,Cash Back,Letter
9997,No,Points,Letter
9998,No,Points,Letter
9999,No,Points,Postcard
10000,No,Cash Back,Postcard
10001,No,Points,Letter
10002,Yes,Points,Postcard
10003,No,Air Miles,Postcard
10004,No,Cash Back,Letter
10005,No,Air Miles,Letter
10006,No,Air Miles,Postcard
10007,No,Air Miles,Postcard
10008,No,Air Miles,Postcard
10009,No,Cash Back,Postcard
10010,No,Air Miles,Postcard
10011,No,Points,Postcard
10012,No,Cash Back,Postcard
10013,No,Cash Back,Postcard
10014,No,Cash Back,Letter
10015,No,Points,Letter
10016,No,Points,Postcard
10017,No,Cash Back,Letter
10018,No,Points,Postcard
10019,No,Points,Postcard
10020,No,Air Miles,Letter
10021,Yes,Points,Letter
10022,No,Air Miles,Letter
10023,No,Points,Postcard
10024,No,Points,Letter
10025,No,Air Miles,Letter
10026,No,Air Miles,Letter
10027,No,Points,Letter
10028,No,Points,Postcard
10029,No,Cash Back,Postcard
10030,No,Points,Letter
10031,No,Points,Postcard
10032,Yes,Points,Letter
10033,No,Points,Letter
10034,No,Air Miles,Letter
10035,No,Points,Postcard
10036,No,Cash Back,Letter
10037,No,Air Miles,Letter
10038,No,Cash Back,Postcard
10039,No,Points,Postcard
10040,No,Cash Back,Postcard
10041,No,Points,Letter
10042,No,Cash Back,Postcard
10043,No,Points,Postcard
10044,No,Cash Back,Postcard
10045,No,Air Miles,Letter
10046,No,Points,Postcard
10047,No,Cash Back,Postcard
10048,No,Air Miles,Letter
10049,No,Points,Letter
10050,No,Points,Letter
10051,No,Cash Back,Letter
10052,No,Cash Back,Postcard
10053,No,Air Miles,Letter
10054,Yes,Cash Back,Postcard
10055,No,Cash Back,Letter
10056,No,Cash Back,Letter
10057,No,Air Miles,Letter
10058,No,Points,Postcard
10059,No,Points,Postcard
10060,No,Cash Back,Letter
10061,No,Air Miles,Letter
10062,No,Points,Postcard
10063,No,Air Miles,Letter
10064,No,Air Miles,Postcard
10065,No,Cash Back,Letter
10066,No,Points,Letter
10067,No,Air Miles,Letter
