offer accepted,reward,mailertype,incomelevel,creditratingvalue,Credit Cards Held,Household Size,Average Balance
0,0,1,1,1,1,3,957.25
0,1,1,1,1,3,5,843
0,1,1,0,2,3,4,1261.25
0,3,0,1,0,1,4,1224.75
0,1,1,1,2,2,4,1027.25
0,3,0,3,1,2,3,1037.25
0,1,1,1,1,1,4,1177.5
0,1,0,3,1,2,4,1386.75
0,1,1,0,2,3,3,263.25
0,0,0,1,2,2,4,1109
0,0,1,1,1,3,4,1292.75
0,1,0,3,1,1,3,609
0,1,1,3,1,1,3,769.5
0,0,0,1,0,1,5,1659.25
0,1,0,3,0,3,4,955.75
0,1,1,1,0,1,3,1161.25
0,3,1,1,0,3,4,240.5
0,1,1,3,2,2,4,1333.25
0,0,1,0,0,1,2,1308
0,1,1,1,2,2,2,1097.25
0,3,1,3,2,2,5,809.75
0,0,0,3,2,2,2,1025.25
0,3,1,1,2,2,5,156.25
0,3,0,1,1,2,2,1171.75
0,3,0,1,2,2,4,1745.25
1,0,1,1,0,2,3,652
0,1,1,0,0,1,3,1086.25
0,0,1,1,2,3,4,977.5
0,1,1,3,1,1,3,837.5
0,0,0,0,0,3,3,845
0,0,1,1,2,2,2,1262.25
0,1,1,1,0,3,3,888.75
0,0,1,1,0,3,4,851.5
0,1,1,0,2,4,2,1119.5
0,3,1,1,0,2,5,759.5
0,0,1,0,1,1,3,1115.75
0,3,0,1,1,2,3,1306
0,3,0,3,2,2,3,1044.25
0,3,1,1,1,2,5,1037
0,0,0,3,1,2,3,952
0,3,0,1,2,2,2,946
0,1,1,3,2,2,4,1117.75
0,0,1,3,1,1,4,1469.75
0,3,0,1,0,2,4,1330
0,3,1,0,0,3,3,993
0,3,1,1,0,2,2,1210.25
0,0,1,3,2,1,3,747.25
0,0,0,1,1,1,5,913.25
0,0,0,0,0,1,5,1684.5
0,3,1,0,2,1,4,727.75
0,3,1,0,2,2,4,1304.75
0,1,0,1,0,1,3,693
0,1,0,1,1,1,2,1067.5
0,1,1,3,0,2,5,251.75
0,1,0,1,1,2,4,1028.25
0,3,1,1,0,1,5,953
0,3,1,1,0,2,4,1228.25
0,3,0,3,2,1,5,836
0,0,1,0,0,2,4,846.75
0,1,0,1,2,2,3,1009.75
0,3,1,1,2,2,3,975.25
0,1,0,1,2,2,4,1100.75
0,1,1,1,0,2,5,926.5
0,0,1,1,0,1,3,779.25
0,0,1,0,2,2,5,1208.5
0,1,1,1,0,2,5,277.5
0,0,1,3,0,2,4,277.5
0,1,1,1,0,3,2,143.75
0,3,0,1,1,2,4,283.5
0,0,1,0,2,2,2,1036.25
0,1,1,1,2,3,3,936
1,0,0,0,2,3,4,1262.25
0,0,0,1,0,3,6,174
0,3,0,0,1,2,5,937.25
0,0,1,1,0,1,4,746.25
0,3,0,1,2,3,4,1316.25
0,1,0,3,1,2,3,206.25
0,3,1,1,2,3,2,974
0,0,0,0,0,1,5,928
1,0,1,3,0,3,5,666.5
0,0,0,1,2,1,4,1057.25
0,1,0,0,1,1,4,1236.5
0,3,0,3,0,2,4,1025.75
1,1,1,1,0,1,3,931.25
0,1,1,0,1,1,5,1008
0,0,0,1,0,1,3,1060.75
0,3,0,3,0,2,3,284.5
0,0,0,0,1,1,2,994.5
0,1,1,1,0,3,2,1002
0,0,0,3,0,3,4,979.25
0,0,0,3,2,2,2,1798
0,0,1,0,1,1,3,198
0,3,1,3,1,1,3,1076.75
0,0,1,1,2,3,3,1280
0,3,0,1,2,2,2,1120.25
0,1,0,3,2,2,3,264.75
0,0,1,3,1,3,4,703.5
0,1,0,1,2,2,4,1022.25
0,1,0,0,0,1,5,1130
0,1,0,1,0,2,4,934.75
0,0,1,1,0,2,5,1214.25
0,0,0,1,2,1,4,824.5
0,3,0,1,1,2,4,955
0,3,1,0,0,3,3,1080
0,1,1,1,2,2,3,287.25
0,1,1,3,2,3,3,949.5
0,0,1,1,0,3,6,1314.75
0,0,0,1,1,2,4,1290
0,0,0,3,1,3,4,946.75
0,0,1,1,0,2,4,994.75
0,1,1,1,1,2,4,1024.75
0,3,0,3,2,1,2,206.5
0,1,1,1,1,2,5,1290.5
0,3,1,3,0,3,5,258.25
0,1,1,3,0,1,5,723
0,3,0,0,2,2,4,1037.75
1,0,0,1,2,1,4,707
0,0,0,3,0,2,4,824.5
0,1,0,0,2,3,4,939
0,0,1,3,0,2,5,639.5
0,0,0,0,0,1,2,261.75
0,1,1,1,2,1,4,307.75
0,0,1,3,0,3,3,1003.75
0,1,1,3,1,2,5,253
0,3,1,1,2,3,4,1346.5
0,0,0,1,2,2,1,1457
0,3,0,1,2,1,4,156.25
0,0,1,0,1,1,5,1234
0,0,1,1,2,1,6,217.5
0,3,0,1,0,2,3,1262
0,0,0,1,1,3,2,665.25
1,3,1,0,0,2,2,1018.25
0,0,0,3,1,3,5,792.5
0,3,0,1,0,1,5,696
0,0,1,1,2,3,4,811.75
0,0,0,0,2,2,3,894.5
0,1,0,0,0,1,4,1415.5
0,1,1,1,1,2,1,812.25
0,1,1,1,0,1,4,1038
0,3,1,1,2,1,2,1202
1,0,1,0,2,2,2,1003
0,3,0,0,0,3,4,1064.75
0,3,0,3,2,4,3,230.5
0,1,1,3,0,2,4,1149.5
0,0,0,3,2,1,3,1058.75
0,0,1,1,2,1,5,978.5
1,3,0,3,0,3,3,190.5
0,0,0,1,2,3,4,1068.5
0,1,1,0,1,2,5,700.75
0,1,1,3,1,1,2,1065.75
0,0,1,3,0,1,3,875.5
0,3,0,3,2,1,4,1003.75
0,3,1,1,1,1,5,1310.75
0,1,1,3,1,1,6,1230
0,0,0,1,0,1,3,1026.25
0,1,1,1,2,2,6,1159.25
0,3,1,0,2,3,2,983.5
0,3,0,3,0,1,4,968
0,1,1,1,2,1,5,1165.25
0,1,1,1,0,3,4,1076.5
0,1,1,1,1,3,3,660.5
0,0,0,1,2,1,3,931.25
0,0,0,1,2,1,5,800.75
1,0,0,0,2,2,3,227
0,1,1,1,1,1,3,608.75
0,0,1,1,1,1,4,1528
0,0,0,3,0,1,2,1194.5
0,0,1,0,0,3,3,1194.75
0,0,1,1,0,2,6,970.5
0,0,1,1,0,3,3,959.5
0,3,0,3,1,2,3,1006.25
0,3,1,1,1,2,3,1308.25
0,3,1,1,0,1,4,1020.75
0,0,1,3,2,2,5,966.75
0,0,1,3,2,2,3,1433.75
0,0,1,3,0,4,5,115.5
0,1,0,0,1,2,4,804
0,0,1,1,0,1,3,1159
0,1,1,0,0,1,4,1339.25
0,1,1,1,1,1,4,1218.5
0,1,1,0,1,2,3,1060.75
0,1,0,1,2,4,3,619
0,1,1,0,1,2,5,288
0,0,0,1,1,2,4,1114.25
0,3,1,1,1,1,3,1263
0,3,1,1,2,1,3,965.25
0,1,0,1,1,3,5,1452.25
0,1,1,0,0,2,4,662.25
0,3,1,3,1,3,4,1503.75
0,3,1,1,0,2,3,1196.75
0,1,1,3,0,3,4,987.25
0,3,0,0,0,2,3,1035.5
0,0,0,1,2,2,3,279.75
0,0,0,0,2,2,3,260.5
0,0,0,0,1,3,1,779.25
0,1,0,3,2,1,4,1184
0,0,0,3,0,2,3,838
0,1,0,3,0,2,2,692.75
0,3,0,0,2,1,3,866.25
0,3,0,1,0,2,4,1092.75
0,1,0,1,2,2,5,1091
0,3,0,1,1,1,4,785.5
0,3,0,1,2,3,5,1201.25
0,1,1,0,0,1,3,687.5
0,3,0,0,2,2,5,319
0,0,0,3,0,1,4,833.75
0,1,0,3,2,1,2,1058.25
0,0,0,0,2,1,3,1183.75
0,3,1,1,2,1,4,205.75
0,3,1,3,2,1,4,920
0,0,0,3,1,1,4,772.5
0,3,1,3,2,3,3,740.75
0,0,1,1,0,2,5,1112.25
1,3,0,1,1,2,3,680
0,0,0,3,0,3,2,1001.25
0,0,0,1,1,2,3,220.75
0,1,0,0,2,2,5,837.75
0,3,1,0,1,1,1,1063.75
0,0,0,3,1,2,3,1138.75
0,1,1,1,2,2,2,205.25
0,0,0,1,2,2,2,183.5
0,0,0,0,0,1,3,1409.75
0,1,0,1,1,1,3,1040.25
0,0,0,1,0,2,3,943.25
0,3,1,3,1,3,5,932.5
0,3,1,1,0,2,3,1166
0,3,0,0,0,3,4,1178
0,1,1,1,0,2,4,299.5
0,0,1,1,0,1,5,1047
0,3,0,1,2,3,4,1068.5
0,1,0,0,0,3,5,1027
0,3,1,3,0,1,4,1727
0,0,1,1,0,3,3,1118.5
0,0,0,3,1,2,2,1363.25
0,1,0,1,1,1,4,1132.75
0,3,0,1,2,3,3,751.5
0,3,0,3,0,1,4,1226.75
0,0,0,0,2,1,4,1159.25
0,0,0,0,0,2,4,1078.75
0,0,0,1,0,3,3,661.75
0,3,1,0,0,1,3,1172
0,1,1,1,2,1,5,1067.5
0,3,1,1,1,2,5,716
0,0,1,3,2,2,6,956.25
0,3,1,1,0,2,3,718.5
0,3,1,3,1,1,2,1147
0,3,0,1,2,3,5,826.75
0,0,1,3,2,2,3,1028.75
0,3,1,0,2,2,4,243.5
0,1,0,0,1,2,5,133
1,0,0,1,0,3,3,622.25
0,1,0,0,2,3,3,1210.75
0,3,1,1,2,2,4,1883
0,0,0,3,0,2,4,991.75
0,0,1,0,1,2,3,737.25
0,0,1,1,1,1,5,1647.75
0,3,0,3,1,2,3,739
0,0,0,3,0,1,5,1125.5
0,1,1,1,1,2,2,838.75
0,1,0,3,1,3,4,1131.25
0,3,0,1,1,1,5,1108.5
0,1,0,1,2,2,6,238.25
0,0,1,1,2,1,4,147.25
0,1,1,3,1,1,3,178.75
0,0,0,1,2,1,5,190
0,3,1,1,0,3,3,1719.5
0,1,0,1,1,3,4,964.5
0,3,1,1,1,1,4,1304
0,0,1,1,2,3,3,1007
0,1,0,3,0,1,5,1088.25
0,1,1,3,2,3,3,1165
0,3,1,1,0,2,3,1242
0,1,0,0,0,2,3,963.75
0,0,1,1,2,3,3,1065
0,3,0,0,1,2,2,1036
0,0,1,1,2,3,3,615.5
0,0,1,3,0,2,4,659.25
0,3,0,0,1,1,5,1242.75
0,3,1,1,2,2,6,132.25
0,0,1,0,0,2,2,217
0,3,0,1,2,2,2,243.25
0,1,0,3,1,1,4,1377.25
0,3,1,3,0,2,3,1131.25
0,3,0,0,1,2,2,914.5
0,0,1,0,0,4,4,1260.75
0,0,0,3,1,3,1,1108.25
0,1,1,1,1,2,5,707.25
0,3,1,0,1,2,3,956.5
0,0,1,0,2,2,3,1102.5
0,0,1,3,1,1,3,1275
0,0,0,1,0,1,3,1026
0,3,1,0,1,2,4,1054.5
0,3,1,1,2,2,5,979.5
0,0,0,1,1,3,3,1103.75
0,1,1,3,0,2,5,107
0,3,0,3,2,2,3,792.25
0,3,1,1,1,1,3,699.25
0,3,1,1,2,1,4,1192.25
0,0,1,1,0,2,2,932
0,3,1,3,1,1,4,234.5
0,0,0,0,0,1,5,1900.5
0,3,1,3,0,4,4,903.5
0,1,0,3,2,2,4,333
0,1,1,1,2,2,3,322
0,3,0,0,2,2,4,1423.25
0,0,1,1,1,1,2,935
0,0,0,3,2,1,4,1887.75
0,3,1,3,2,1,2,254.75
0,3,0,0,2,1,4,1050.75
0,0,0,1,0,1,3,1249.75
0,0,0,1,1,2,4,1096.25
0,1,0,1,0,1,4,328
0,1,0,3,0,1,3,1037.5
1,0,1,1,0,2,5,246.25
0,0,0,1,0,1,3,1132.25
0,3,1,1,0,1,4,766.5
0,3,1,0,2,2,3,996
0,0,1,0,1,2,3,1116
0,3,1,0,1,1,1,964.75
0,3,0,1,0,2,3,635
0,0,0,0,1,1,4,288
0,0,1,1,2,3,3,1061.5
0,0,1,3,1,1,3,920.75
0,0,0,1,0,3,3,990.25
0,1,1,3,0,2,4,367.25
0,3,1,1,2,2,3,163
0,3,1,1,1,1,3,312
0,1,0,0,2,2,2,251.5
0,3,1,1,0,3,3,934.75
0,3,0,1,0,2,3,743.5
0,3,0,1,2,2,3,1271.25
0,1,0,1,1,2,4,796.75
1,0,0,0,1,2,4,1319.75
0,1,1,3,1,2,6,942.25
0,1,0,3,0,1,3,321.25
0,1,0,1,0,2,2,1245.75
0,3,0,0,0,1,3,1037.5
0,1,1,1,1,2,5,876.5
0,1,1,1,1,2,3,952.5
0,3,0,1,1,2,3,259.75
0,3,0,3,0,1,4,784.75
0,3,1,1,2,1,3,1071.5
0,0,0,1,1,1,4,1449.25
0,3,0,0,0,1,2,1023.25
0,1,0,1,0,3,4,601.75
0,1,1,3,1,1,5,782.25
0,0,0,1,1,2,5,840.25
0,0,1,3,2,4,2,1787
0,3,1,3,2,1,4,1301.25
0,3,0,3,0,2,3,207
0,0,1,1,0,2,3,1485.5
0,3,1,0,2,2,3,756
0,1,0,0,2,3,4,1103
1,0,0,1,0,3,2,686
0,1,1,3,2,2,3,989.75
0,3,0,0,2,2,6,1059.5
0,3,1,3,1,1,3,737.5
0,0,0,1,2,2,5,1023.75
0,0,0,1,1,1,2,250
0,3,0,1,2,2,2,780
0,3,1,1,0,4,4,830.25
0,0,1,3,1,1,4,1369.25
0,1,0,0,2,4,4,762
0,3,1,1,0,3,2,292
0,3,0,1,0,2,4,824.75
0,3,1,1,1,2,4,824.75
0,0,1,0,0,1,2,988
0,0,0,1,1,1,3,963
0,1,0,3,1,2,3,902.25
0,3,1,1,2,2,2,1678.25
0,3,1,0,0,3,5,1121.75
0,0,1,0,0,1,4,1005.25
0,1,1,1,0,2,4,1214.5
0,0,0,3,1,2,5,929.25
0,3,1,3,1,2,6,721.25
0,1,1,0,0,1,2,199.25
0,3,1,3,0,3,4,1005.25
0,3,0,3,1,3,2,699.75
0,1,1,1,2,1,6,833.5
0,3,0,0,2,2,1,1255
0,3,1,1,1,1,2,243.5
0,0,1,3,2,2,1,1007
0,1,1,1,1,3,4,1512.5
0,0,0,0,2,1,3,1236.75
0,3,0,0,2,3,4,389.5
0,1,0,1,2,2,3,764
0,1,1,0,2,3,4,1122
0,0,1,1,2,2,4,1219.25
0,0,1,1,2,3,2,1144.75
0,3,1,3,2,3,2,251.25
1,0,1,0,0,1,3,901
0,3,1,0,2,1,4,987
0,1,0,0,1,2,5,974.5
0,1,1,0,1,2,5,1041.25
0,3,0,1,2,2,5,913
0,3,1,0,1,1,1,946.5
0,0,1,3,1,1,2,294.75
1,0,1,0,2,1,2,979.75
1,0,1,0,0,3,3,718.25
0,0,0,1,0,2,5,1078.5
0,3,0,3,2,1,4,1245.25
0,3,1,3,0,3,3,1042.75
0,3,1,1,0,3,3,982.75
0,0,1,1,2,2,3,987.5
0,0,1,1,0,3,4,1065
0,3,1,3,0,2,5,204.5
0,0,1,3,0,3,6,887.5
0,1,1,1,2,4,4,663
0,3,1,1,2,2,2,967.75
0,3,0,1,1,3,4,303.5
0,1,0,3,1,3,3,1295
0,3,0,3,2,3,4,298.5
0,3,0,0,2,3,4,1204.75
0,3,0,1,1,1,3,975
0,1,0,1,2,1,3,1032.75
0,1,1,1,0,4,3,1113
0,0,1,1,1,1,3,1109.25
0,3,1,0,0,1,3,866.5
0,1,1,1,2,2,1,1279
0,0,0,3,1,2,2,811.75
0,3,0,0,1,3,1,1200.5
0,0,0,1,0,1,3,283
0,3,1,0,2,1,5,943
0,0,0,1,0,2,4,891
0,3,0,3,1,1,4,1532.75
0,1,0,3,2,2,2,983
0,1,0,0,2,1,3,814.5
0,3,0,1,0,1,3,963.25
0,0,1,1,1,2,3,1131.75
0,0,0,0,2,2,3,1104
0,0,1,1,1,1,4,789.5
0,1,1,1,1,1,2,1009.5
0,3,1,0,0,4,2,999
0,3,0,0,1,3,2,1267.25
0,1,1,0,1,2,3,287
0,1,0,1,1,2,4,1033.25
0,0,1,3,2,1,3,1059.25
0,0,1,1,2,3,5,1155
0,0,0,1,2,1,4,925.5
0,3,0,1,0,1,3,1301.25
0,0,1,1,0,2,3,1098.25
0,3,0,0,1,1,4,982.75
0,0,0,1,0,1,5,825.25
0,1,0,1,0,3,3,1154.5
0,1,1,1,2,2,5,982.5
0,3,1,3,0,3,5,948.75
0,0,0,1,0,2,3,279
0,1,0,1,1,2,2,1509
1,1,0,0,0,3,4,1291.5
0,1,1,1,2,1,2,920.25
0,0,1,3,0,2,5,1124.25
0,3,0,0,2,2,3,1086
0,3,1,0,1,2,3,1721
0,1,0,1,2,1,5,1483.75
0,0,0,3,1,2,4,668.25
0,1,0,1,1,2,4,1162.75
0,0,1,1,2,3,1,777.25
0,3,1,0,1,2,3,1029.5
0,3,1,3,2,1,2,1117.5
1,1,1,1,1,1,4,1375.5
0,1,0,1,1,2,4,800.75
0,3,1,1,2,2,3,956
0,3,1,1,2,2,2,950.25
0,0,0,1,0,1,4,1060
0,3,1,1,1,1,4,801.5
0,0,1,0,1,2,4,196.75
0,1,0,1,2,2,3,979.5
0,3,1,3,1,1,3,991
0,0,0,1,1,2,3,1063
0,1,1,0,0,1,4,1197
0,3,0,1,2,1,3,988.5
0,1,1,1,0,2,3,1179
0,3,1,1,1,1,3,668.75
0,0,1,0,0,2,4,973.5
0,0,0,1,0,1,4,1145.5
0,0,1,1,0,1,4,1756.75
0,1,0,0,2,1,3,1110.5
0,0,1,0,2,3,2,870
0,0,0,3,2,1,2,918
0,3,0,0,1,1,3,1013.25
0,0,1,1,2,2,3,983
0,0,0,0,0,1,3,1746.5
0,1,1,1,1,2,2,1423.75
0,3,1,1,0,3,3,1119.75
0,3,1,1,0,3,5,1121.5
1,3,1,1,1,2,3,1195.5
0,0,1,1,2,3,3,1241.5
0,0,0,0,1,2,4,650.75
0,0,1,1,0,2,3,1121.25
0,1,0,0,1,2,4,1029.5
0,0,0,3,1,1,4,294
0,1,1,3,0,2,2,1226
0,3,1,0,1,2,4,1011.5
1,3,1,1,0,3,4,1441.25
0,0,0,3,0,2,4,1131.25
0,0,0,0,0,1,5,807.25
0,0,0,0,0,2,4,1200.25
0,1,1,1,1,2,2,1077.5
0,1,1,1,2,2,4,264.25
0,3,0,3,1,2,3,1166.5
0,0,0,3,2,2,4,871.5
0,3,0,1,0,1,2,781
0,0,0,1,1,2,4,950.75
0,0,1,3,1,2,5,1317
1,0,0,1,0,3,2,735
0,1,1,1,1,2,3,1104.5
0,3,1,3,1,2,3,1111.25
0,3,1,1,0,1,5,1192
0,0,1,1,2,2,4,1026.5
0,1,0,1,1,2,5,1192.75
0,3,1,3,2,1,3,776
0,3,0,1,1,1,2,1215.25
0,3,1,1,1,3,4,1028
0,0,0,0,1,3,5,971.5
0,1,0,3,0,4,2,1394.5
0,0,1,1,1,1,4,1832.75
0,3,0,1,2,1,4,1022.75
0,1,0,1,0,2,2,1171
1,3,1,1,1,2,3,1163.5
0,3,0,3,1,1,3,691.5
0,1,1,1,0,1,3,1228.25
0,1,1,0,1,2,4,1314.5
0,3,1,0,0,2,3,687.25
0,1,0,1,1,1,4,1463.75
0,3,0,1,2,2,4,1314.25
1,3,1,3,1,2,5,1283
0,3,1,0,2,2,4,1015.25
0,0,0,1,0,2,3,300.25
0,3,0,3,0,3,2,929.5
0,1,1,3,0,2,4,960.25
0,0,0,0,2,2,2,953.5
0,0,0,1,1,2,5,1063
0,3,0,3,1,2,5,1107.75
0,0,0,0,0,1,3,1097.75
0,3,1,1,1,2,2,972.25
0,0,0,0,1,4,3,950.75
0,1,0,3,1,2,4,826.5
0,1,0,1,1,4,3,1330.75
0,3,1,1,1,1,6,369.75
0,3,0,0,1,1,4,1007.5
0,0,0,3,2,3,4,394.25
0,3,1,0,2,3,5,1224.75
0,3,1,1,1,1,2,854
0,1,1,1,1,2,3,973.25
1,3,1,0,0,2,6,867.5
0,1,1,0,1,1,3,1200
0,1,0,0,2,2,4,1621.5
0,0,0,1,0,3,3,1100.25
0,3,0,0,1,4,3,1329.25
0,0,0,0,1,1,5,292
0,1,1,1,0,2,6,800.5
0,3,0,1,2,3,4,297.5
0,0,0,1,2,2,2,957.75
0,1,1,1,2,1,4,902.5
1,0,1,1,0,2,4,1191
0,3,1,0,2,1,2,1755.25
0,0,0,1,2,1,3,1185.5
0,1,0,1,0,1,4,1094
1,0,1,1,0,3,4,1239.25
0,3,1,3,0,1,4,1682
0,3,0,1,2,4,3,829.75
0,1,1,3,0,2,4,371.5
0,3,0,0,1,2,4,314.75
0,0,0,1,0,1,4,1129.5
0,0,1,0,1,2,2,1053.5
0,0,0,1,0,1,2,1729.5
0,3,0,1,1,2,2,873
0,3,0,3,2,1,2,936.75
0,3,0,1,1,2,2,1018.75
0,3,0,1,2,3,4,1229
0,3,1,0,2,1,4,913.5
1,1,1,0,0,1,5,1206
0,1,1,3,1,3,5,1188.5
0,0,0,0,2,2,5,1016
0,3,1,1,0,1,4,1161.25
0,1,0,1,1,3,3,1813.5
0,3,0,3,1,1,2,1148.5
0,1,1,3,0,2,2,961
0,0,1,3,1,3,3,1252.5
0,0,0,1,0,2,4,355.75
0,0,1,3,0,2,3,1241
0,0,1,1,2,4,2,249.75
0,3,0,1,2,2,3,1232.5
0,1,1,0,1,3,1,346.25
0,0,0,3,2,3,5,1202.5
1,0,0,0,1,2,3,652.5
0,1,1,3,2,1,3,759.75
0,0,0,3,1,1,6,1069
0,0,1,1,1,3,3,1370
0,3,0,3,2,2,5,1262.75
0,1,0,3,1,2,4,1052.5
0,0,0,3,2,1,3,1176.25
0,1,1,3,1,4,3,1050.5
0,1,1,1,1,2,3,1019.25
0,1,1,0,2,1,5,167.75
0,3,1,0,1,2,4,1114.25
0,0,0,1,0,2,3,1073
0,1,0,1,1,2,4,1234.75
0,3,1,1,0,3,4,1186.5
0,3,0,3,0,3,3,931
0,1,1,0,0,2,4,296.25
0,1,0,0,1,2,3,817.5
0,1,1,3,2,2,3,1015.25
0,1,1,3,2,1,5,1029
0,3,1,3,1,2,5,1166.25
0,1,1,0,2,3,3,1145.25
0,1,1,1,0,3,5,964.25
0,0,0,1,0,2,3,1353.25
0,1,1,1,1,1,2,732.75
0,3,1,3,2,1,5,613.75
0,0,1,3,1,2,3,1111.75
0,0,0,1,0,1,4,665.5
0,1,1,3,1,1,2,288.25
0,0,1,0,1,1,4,816.5
0,1,1,1,1,2,3,898.25
0,1,1,1,2,2,4,1402.5
0,3,0,3,2,1,3,1139.5
0,0,1,0,2,1,5,1199.25
1,0,1,3,0,1,3,1006
0,3,0,1,0,1,3,1226
0,3,1,1,2,2,3,672.25
0,1,1,3,1,3,4,1677.5
0,3,1,1,1,1,2,268.25
0,3,0,1,1,4,4,874.75
0,1,0,1,1,3,5,290.5
0,3,0,0,1,1,2,338
0,0,0,1,2,2,4,262.25
0,1,0,3,1,1,5,177
0,1,0,1,1,1,2,988.5
1,3,0,1,1,2,5,284.25
0,3,1,0,2,2,5,318.75
0,3,1,3,2,2,5,762.75
0,1,1,1,0,2,3,822.5
0,3,1,0,2,2,2,1235.5
0,3,1,3,1,1,3,1077.5
0,3,1,1,2,3,2,285
0,1,0,1,0,1,3,925.25
0,0,0,1,2,1,1,920.5
0,1,1,1,2,1,6,1065
0,0,0,3,1,1,3,1095
0,0,0,3,0,1,3,290
1,0,1,1,1,3,5,837.5
0,3,1,1,2,1,3,826.25
0,3,0,1,0,2,3,1203.75
0,3,1,1,2,3,5,984.25
0,1,1,1,0,3,3,1097
0,1,1,1,1,1,3,1811
0,0,1,0,1,1,5,1047
0,1,1,1,0,1,2,633.5
0,0,0,0,2,2,4,1257.5
0,1,0,1,0,3,5,259.5
0,3,0,0,1,2,4,304.5
0,3,1,3,1,1,4,277.75
0,3,0,0,2,1,5,1039.75
0,0,0,1,0,3,3,619.25
0,0,0,0,0,2,3,1173.25
0,1,1,0,1,2,4,954
0,1,0,1,2,3,3,950.5
0,0,1,0,1,2,3,780.75
0,3,0,3,2,1,4,722.25
0,1,0,3,0,1,2,1114.25
0,1,0,1,2,3,4,904
0,0,0,0,0,1,5,966.5
1,0,1,1,0,1,4,1726.25
0,1,0,0,2,3,3,1134
0,1,0,1,2,1,5,162.75
0,0,1,1,1,1,3,923
0,1,0,0,2,1,4,822.25
0,1,0,3,1,3,3,1008
0,0,1,1,1,2,3,1297
0,0,1,0,1,2,3,973.5
0,3,0,1,1,1,3,284
0,3,1,3,0,2,3,226
0,0,1,3,2,2,3,950.25
0,3,0,1,1,1,4,1327.25
0,3,0,1,2,3,3,1014
0,3,0,3,1,2,3,1063
0,3,1,1,2,2,2,131.25
0,3,0,3,2,2,3,1747.5
0,3,0,1,2,2,3,757.5
0,0,0,3,1,1,3,269
0,0,1,0,1,2,4,1220.25
0,3,1,3,2,3,5,357.25
0,0,1,0,0,2,2,1029.5
0,0,1,1,2,2,4,723.5
1,3,1,1,0,2,2,1176.25
0,0,0,3,2,1,4,213.25
0,1,0,1,1,2,4,1091.25
0,1,0,3,0,2,3,1229
0,1,1,0,2,1,3,217.75
1,1,1,1,0,1,4,184.25
0,0,1,3,2,1,5,1029.5
0,0,1,3,0,1,2,896.75
0,1,0,3,0,2,2,934.5
0,3,0,3,1,2,1,242.5
0,3,1,1,1,2,3,1010
0,0,0,1,2,1,5,1201.5
0,1,0,1,1,2,5,1003.5
0,0,1,3,0,3,5,1143.25
0,0,1,0,1,3,2,989.25
0,3,0,0,0,3,2,1144
0,0,0,3,2,2,3,969.25
0,1,0,1,1,1,5,269.5
0,3,0,3,2,3,4,869.25
0,3,1,3,2,1,2,990
0,3,1,1,0,1,4,158.75
0,1,0,1,1,1,3,906
0,3,1,1,0,2,3,755
0,0,1,1,2,2,4,1134
0,0,0,1,0,3,2,1247.25
1,0,1,3,0,1,5,1212.75
1,1,0,1,0,2,3,1066.75
0,3,1,1,1,3,4,848
0,1,1,3,1,3,4,306.25
0,1,1,1,2,1,2,1118.5
0,0,1,0,2,2,5,1095.75
0,1,0,0,1,2,3,716.75
0,3,1,3,2,1,4,1008
0,3,0,3,1,1,3,1037
0,1,0,1,1,3,5,793.75
0,3,1,3,2,1,5,812.25
0,1,0,3,0,2,3,1026.75
1,0,1,0,0,3,4,1220.25
0,1,0,1,0,2,5,1057.25
0,3,0,0,2,1,4,236.75
0,3,1,1,1,2,4,795
0,1,0,3,2,2,5,1172.25
0,1,1,1,1,3,1,856
0,0,1,0,2,2,3,906.25
0,0,1,3,0,3,3,1047.5
0,1,1,1,1,3,2,1524.5
0,1,0,1,2,2,5,817
0,0,1,1,0,2,5,1401
0,1,1,3,0,3,4,812.25
0,0,1,1,1,1,4,1264.75
0,0,1,1,0,2,3,1108.25
0,1,1,0,2,2,3,1292.5
0,3,0,3,0,2,3,1003.75
0,0,1,3,2,3,4,1306.25
0,3,0,3,0,1,5,1031
0,0,1,0,2,1,3,1312.25
0,1,1,1,0,2,1,1095.25
0,1,1,1,0,1,5,1737.75
0,0,1,1,2,2,3,802
0,3,0,0,2,1,4,920.75
0,3,1,1,0,1,4,1029.5
0,3,1,3,1,1,5,927.25
0,1,0,0,1,2,3,297.25
0,1,1,1,2,1,2,1199
0,1,0,0,2,1,5,972
0,0,0,0,1,2,5,1007
0,1,0,1,0,1,2,1244.75
0,1,0,1,0,1,4,251.5
0,0,1,0,0,2,4,129.75
0,1,0,0,2,2,2,644.5
0,1,1,3,1,3,5,628.25
0,1,0,0,2,2,5,1015.75
1,0,0,1,1,3,3,967
0,1,1,1,0,2,4,952
0,3,0,1,1,1,4,1379
0,0,0,1,0,4,3,273.75
0,0,1,1,2,1,3,976
1,3,1,3,0,2,3,1010.25
0,1,1,1,2,2,3,952.75
0,1,0,3,2,4,4,996.75
0,0,0,1,2,2,5,924
0,3,0,1,1,2,3,962
0,3,0,1,0,2,4,613.5
1,0,0,0,2,1,3,921.25
0,1,0,1,0,2,2,1217.75
0,3,1,1,0,2,2,1236
0,1,1,0,2,2,3,979
0,3,1,0,0,2,1,1095.5
0,0,0,0,0,1,3,889.25
0,1,0,0,0,1,5,1251.5
0,1,1,1,2,3,3,1131
0,1,1,1,2,2,2,1318
