Customer Number,Income Level,Credit Rating,Credit Cards Held,Household Size,Average Balance
8854,Medium,High,2,6,1358.75
8855,Medium,Medium,2,4,1053.5
8856,Low,High,1,4,830
8857,Low,Medium,2,3,1043
8858,Medium,Medium,2,3,1035
8859,High,High,1,4,1823.25
8860,Medium,Medium,1,3,950
8861,Medium,Low,2,3,738
8862,Medium,High,2,4,1156.25
8863,High,Medium,2,3,653.25
8864,Medium,High,1,5,1092
8865,Medium,Medium,4,2,1076.75
8866,High,Medium,2,4,1042
8867,Medium,Low,1,5,1008.25
8868,Medium,High,1,3,1820.5
8869,Medium,High,1,2,1350.75
8870,Medium,Medium,2,3,1198
8871,Medium,Medium,1,2,1475.5
8872,Low,Medium,3,3,1032.5
8873,Medium,High,3,3,853.75
8874,High,Medium,1,3,968.75
8875,Medium,High,2,4,1006.5
8876,Low,Medium,3,3,1072.75
8877,Low,High,1,5,788.75
8878,High,Medium,1,3,1134
8879,Medium,High,3,3,1148.5
8880,High,Medium,2,4,1318.75
8881,Medium,Medium,2,5,1059.5
8882,Low,Medium,2,5,1121
8883,Medium,Low,2,3,148.5
8884,Medium,High,3,2,1681.5
8885,Low,Medium,2,2,666
8886,Medium,Medium,3,4,968.25
8887,Low,Medium,2,1,282.75
8888,Medium,Medium,2,2,2738.5
8889,Medium,Medium,3,6,1052.75
8890,Low,Medium,2,4,340.5
8891,Low,Medium,3,3,926
8892,High,Medium,1,5,970.25
8893,Low,Medium,2,3,249.25
8894,High,Medium,3,1,998.75
8895,High,Medium,4,4,1719.75
8896,Medium,Low,1,4,226.5
8897,Medium,Low,1,5,1104.25
8898,High,Low,3,4,193
8899,Low,Low,3,2,1100.5
8900,Medium,Medium,2,4,1127.5
8901,Low,Low,3,4,693.75
8902,Medium,High,1,4,985.75
8903,Medium,Low,2,5,951.25
8904,Medium,High,3,3,706.25
8905,Medium,Medium,2,2,876
8906,Medium,Low,1,2,1188.75
8907,Low,High,2,3,1380
8908,Low,Low,2,3,1114.75
8909,Medium,Low,2,3,831.5
8910,Medium,High,1,4,1054.25
8911,Medium,High,2,4,1105.5
8912,Medium,High,2,4,190.75
8913,High,Medium,4,3,1187.5
8914,High,High,1,3,1065.75
8915,Low,Medium,3,2,383.25
8916,Medium,Low,2,3,856.75
8917,Medium,Medium,2,4,1250.75
8918,Low,Low,1,3,1109.5
8919,High,Low,2,4,993
8920,Medium,Low,2,5,1107
8921,High,High,1,4,886.25
8922,Medium,Low,1,5,924.5
8923,Medium,Medium,2,3,923
8924,High,Low,1,4,1142.5
8925,Medium,Medium,2,4,914.25
8926,Low,Medium,2,5,1104.5
8927,Medium,Medium,3,4,183
8928,Medium,Medium,1,2,1078.25
8929,Low,Low,1,2,1269.25
8930,High,Low,1,5,806.75
8931,High,Medium,2,3,98.5
8932,Medium,Low,1,2,1201
8933,Low,High,2,3,1016
8934,Medium,High,2,4,1114.75
8935,Low,Low,2,5,1047.75
8936,Medium,Low,2,2,1320
8937,Low,Medium,2,5,254
8938,Medium,Low,2,1,1106.5
8939,Low,Low,2,4,1021.5
8940,Medium,Low,3,2,715
8941,Low,Medium,2,5,1332.25
8942,Medium,Low,2,2,904.5
8943,High,Medium,1,3,634.25
8944,Medium,High,1,3,1020.5
8945,Medium,High,1,3,1091.5
8946,Low,Medium,1,5,1244.75
8947,Medium,High,2,5,1195
8948,High,Medium,2,4,158.75
8949,Medium,Medium,1,3,1174.5
8950,Medium,High,1,3,1024.75
8951,Medium,High,3,3,1087.25
8952,Medium,Low,1,6,1073.5
8953,Medium,High,2,2,1127.25
8954,Medium,Medium,2,3,352
8955,Medium,Medium,2,2,763
8956,Medium,High,3,3,1367.75
8957,Medium,High,1,4,1055
8958,Medium,High,2,2,1139.75
8959,Medium,Medium,1,3,968.75
8960,Low,High,2,3,1001
8961,Medium,High,2,5,227
8962,Medium,Medium,2,5,1216
8963,Medium,Medium,3,4,1769.25
8964,Medium,Low,1,3,950.75
8965,Medium,Low,2,4,1418.25
8966,Low,Low,2,4,939
8967,High,High,2,5,901
8968,Low,Medium,1,2,1175.5
8969,Medium,Low,2,3,985.25
8970,High,Medium,2,3,783
8971,Low,High,1,3,1137.25
8972,High,High,3,4,192.75
8973,Medium,Medium,1,3,898.25
8974,Low,Low,2,4,1208.25
8975,Medium,Low,2,4,770.75
8976,Low,Low,4,2,1063.5
8977,Medium,Low,2,4,1314.5
8978,Low,Medium,2,6,1192.25
8979,Medium,High,1,3,962.5
8980,Low,Medium,2,4,1138.25
8981,High,Medium,3,2,234
8982,Low,Medium,2,4,196.25
8983,High,Low,2,4,937.75
8984,Low,Medium,1,5,1010.5
8985,Medium,Low,1,2,936.25
8986,High,High,3,5,1106.75
8987,Medium,Low,2,2,1060.25
8988,Medium,High,1,4,819.25
8989,Medium,High,2,3,966.75
8990,Low,Low,1,2,1076
8991,Medium,Medium,2,4,1133
8992,High,High,1,1,723.5
8993,Medium,Low,2,3,705.75
8994,Low,High,1,3,1783
8995,Low,Low,3,4,1312
8996,High,High,3,5,681
8997,Low,Medium,1,3,1211
8998,Medium,High,2,4,673
8999,Low,Medium,2,3,1401.75
9000,Medium,Medium,1,5,1188.75
9001,Medium,Medium,1,2,618.25
9002,Low,High,3,4,1177.5
9003,Medium,High,2,3,1064.75
9004,Medium,Low,1,4,848.5
9005,Medium,Low,2,3,205.5
9006,Medium,High,4,5,1377.75
9007,High,Medium,1,5,1113.5
9008,Medium,Medium,2,4,760.25
9009,Low,Low,1,3,996
9010,Medium,High,2,4,1000
9011,Medium,High,1,4,1072
9012,High,High,1,4,808.25
9013,Low,Low,2,5,1310
9014,Medium,High,3,3,1050.25
9015,Low,Medium,2,4,782
9016,Medium,High,3,2,1010.5
9017,Low,High,1,2,1177.5
9018,Medium,Low,2,3,728
9019,Medium,Medium,3,2,1126
9020,Medium,Low,4,3,1140.75
9021,Medium,High,3,4,235.25
9022,Medium,High,2,3,1145.25
9023,Medium,Medium,2,2,1753.75
9024,Low,Low,2,3,1015.75
9025,Medium,Low,1,3,1048.75
9026,High,Medium,1,3,783.5
9027,Medium,Low,2,3,1041.25
9028,Medium,High,2,5,1057.5
9029,High,Medium,2,3,1020
9030,Medium,High,2,4,228.5
9031,Medium,Low,3,3,1091.25
9032,Low,Medium,1,1,1077.25
9033,High,High,2,2,1022.75
9034,Medium,High,2,3,969
9035,Medium,Low,1,2,1164.75
9036,Medium,High,2,3,1074.5
9037,High,Medium,2,3,965.5
9038,Low,High,2,3,787.5
9039,High,Low,1,5,1211.5
9040,Medium,Low,3,4,1683.25
9041,Medium,High,2,2,762.75
9042,Low,Low,1,4,1095.5
9043,Medium,Low,1,4,1099.25
9044,Low,Low,2,5,1167
9045,High,High,2,4,1028
9046,Medium,Low,2,5,945
9047,Medium,Medium,1,4,822.75
9048,Medium,High,2,4,1047
9049,Low,Low,2,5,710.75
9050,Low,Medium,2,3,1057
9051,Medium,High,2,3,1316.25
9052,Low,Low,1,3,692.5
9053,Medium,Medium,4,5,1309.5
9054,Medium,Medium,4,4,1251.5
9055,High,Low,2,3,1140.25
9056,Low,High,1,2,916.5
9057,Medium,Low,2,4,869.25
9058,Medium,Low,1,2,1168.25
9059,Medium,Low,3,4,984
9060,High,Medium,1,3,293.5
9061,Low,Medium,1,5,284.5
9062,High,High,1,4,960
9063,Medium,Medium,2,3,1225
9064,Medium,Medium,2,2,267.75
9065,Medium,High,2,5,1089
9066,Low,Medium,1,1,1319.25
9067,Low,High,1,2,917.25
9068,Low,Low,2,3,975.5
9069,Medium,High,2,5,1457.75
9070,Low,High,1,1,1165.5
9071,Medium,High,1,3,1133.75
9072,Medium,Medium,1,5,1187
9073,Low,Medium,2,3,943.25
9074,Medium,Medium,4,3,1127.75
9075,Medium,Medium,1,4,903.5
9076,Medium,Medium,2,4,1053.75
9077,Medium,High,2,4,785.25
9078,Medium,Low,2,4,1289.75
9079,Medium,Low,2,4,963
9080,High,Low,3,3,684.5
9081,Low,Medium,2,4,1111.25
9082,High,Low,1,4,1187.75
9083,Medium,Low,2,1,976
9084,Medium,High,1,3,1011.25
9085,High,Low,2,5,885.5
9086,High,High,1,4,871.5
9087,High,Medium,2,4,1330.75
9088,Medium,Low,3,4,238
9089,Medium,Low,1,2,1054.5
9090,Low,High,3,3,734.75
9091,Medium,Medium,3,4,1292
9092,High,Medium,1,3,1045.5
9093,High,Low,2,2,1065.75
9094,Medium,Medium,2,4,917
9095,Medium,Low,2,4,841.5
9096,Medium,Medium,2,2,726.25
9097,Medium,High,3,4,939.5
9098,Low,High,3,4,1111.25
9099,Low,Medium,1,3,978.75
9100,Low,Low,1,3,765.75
9101,Medium,High,2,5,342.25
9102,High,Medium,2,2,1291.5
9103,Medium,Medium,1,3,1008
9104,Low,High,4,4,248
9105,Medium,Medium,2,2,1062.5
9106,Medium,High,2,1,1129.75
9107,Medium,High,2,5,934
9108,Medium,Medium,1,5,1044.75
9109,High,High,3,1,964.75
9110,Medium,Low,3,3,1064
9111,High,High,2,5,1088.75
9112,Low,High,1,4,199
9113,Medium,High,2,2,1002
9114,Low,High,2,4,1189.75
9115,Low,High,2,2,621
9116,Medium,Low,1,2,207.25
9117,Low,High,1,1,1749.75
9118,Medium,High,2,4,1341.25
9119,High,High,2,4,1052.5
9120,Medium,Medium,1,3,971.25
9121,High,High,1,6,1297.25
9122,Medium,High,1,5,929.5
9123,Medium,High,1,1,1100.25
9124,Medium,High,2,3,700.75
9125,Low,Low,1,4,1193.25
9126,Medium,Low,2,3,718.25
9127,Medium,High,2,4,914.75
9128,Low,Medium,3,3,1529.25
9129,Medium,High,1,6,887.75
9130,High,High,1,1,945.75
9131,Medium,High,2,5,1202.5
9132,Low,High,1,5,159
9133,Low,Medium,2,5,915.75
9134,Low,High,1,4,1147
9135,Medium,Low,2,6,183.25
9136,Medium,Medium,1,3,957.25
9137,Medium,Medium,3,5,843
9138,Low,High,3,4,1261.25
9139,Medium,Low,1,4,1224.75
9140,Medium,High,2,4,1027.25
9141,High,Medium,2,3,1037.25
9142,Medium,Medium,1,4,1177.5
9143,High,Medium,2,4,1386.75
9144,Low,High,3,3,263.25
9145,Medium,High,2,4,1109
9146,Medium,Medium,3,4,1292.75
9147,High,Medium,1,3,609
9148,High,Medium,1,3,769.5
9149,Medium,Low,1,5,1659.25
9150,High,Low,3,4,955.75
9151,Medium,Low,1,3,1161.25
9152,Medium,Low,3,4,240.5
9153,High,High,2,4,1333.25
9154,Low,Low,1,2,1308
9155,Medium,High,2,2,1097.25
9156,High,High,2,5,809.75
9157,High,High,2,2,1025.25
9158,Medium,High,2,5,156.25
9159,Medium,Medium,2,2,1171.75
9160,Medium,High,2,4,1745.25
9161,Medium,Low,2,3,652
9162,Low,Low,1,3,1086.25
9163,Medium,High,3,4,977.5
9164,High,Medium,1,3,837.5
9165,Low,Low,3,3,845
9166,Medium,High,2,2,1262.25
9167,Medium,Low,3,3,888.75
9168,Medium,Low,3,4,851.5
9169,Low,High,4,2,1119.5
9170,Medium,Low,2,5,759.5
9171,Low,Medium,1,3,1115.75
9172,Medium,Medium,2,3,1306
9173,High,High,2,3,1044.25
9174,Medium,Medium,2,5,1037
9175,High,Medium,2,3,952
9176,Medium,High,2,2,946
9177,High,High,2,4,1117.75
9178,High,Medium,1,4,1469.75
9179,Medium,Low,2,4,1330
9180,Low,Low,3,3,993
9181,Medium,Low,2,2,1210.25
9182,High,High,1,3,747.25
9183,Medium,Medium,1,5,913.25
9184,Low,Low,1,5,1684.5
9185,Low,High,1,4,727.75
9186,Low,High,2,4,1304.75
9187,Medium,Low,1,3,693
9188,Medium,Medium,1,2,1067.5
9189,High,Low,2,5,251.75
9190,Medium,Medium,2,4,1028.25
9191,Medium,Low,1,5,953
9192,Medium,Low,2,4,1228.25
9193,High,High,1,5,836
9194,Low,Low,2,4,846.75
9195,Medium,High,2,3,1009.75
9196,Medium,High,2,3,975.25
9197,Medium,High,2,4,1100.75
9198,Medium,Low,2,5,926.5
9199,Medium,Low,1,3,779.25
9200,Low,High,2,5,1208.5
9201,Medium,Low,2,5,277.5
9202,High,Low,2,4,277.5
9203,Medium,Low,3,2,143.75
9204,Medium,Medium,2,4,283.5
9205,Low,High,2,2,1036.25
9206,Medium,High,3,3,936
9207,Low,High,3,4,1262.25
9208,Medium,Low,3,6,174
9209,Low,Medium,2,5,937.25
9210,Medium,Low,1,4,746.25
9211,Medium,High,3,4,1316.25
9212,High,Medium,2,3,206.25
9213,Medium,High,3,2,974
9214,Low,Low,1,5,928
9215,High,Low,3,5,666.5
9216,Medium,High,1,4,1057.25
9217,Low,Medium,1,4,1236.5
9218,High,Low,2,4,1025.75
9219,Medium,Low,1,3,931.25
9220,Low,Medium,1,5,1008
9221,Medium,Low,1,3,1060.75
9222,High,Low,2,3,284.5
9223,Low,Medium,1,2,994.5
9224,Medium,Low,3,2,1002
9225,High,Low,3,4,979.25
9226,High,High,2,2,1798
9227,Low,Medium,1,3,198
9228,High,Medium,1,3,1076.75
9229,Medium,High,3,3,1280
9230,Medium,High,2,2,1120.25
9231,High,High,2,3,264.75
9232,High,Medium,3,4,703.5
9233,Medium,High,2,4,1022.25
9234,Low,Low,1,5,1130
9235,Medium,Low,2,4,934.75
9236,Medium,Low,2,5,1214.25
9237,Medium,High,1,4,824.5
9238,Medium,Medium,2,4,955
9239,Low,Low,3,3,1080
9240,Medium,High,2,3,287.25
9241,High,High,3,3,949.5
9242,Medium,Low,3,6,1314.75
9243,Medium,Medium,2,4,1290
9244,High,Medium,3,4,946.75
9245,Medium,Low,2,4,994.75
9246,Medium,Medium,2,4,1024.75
9247,High,High,1,2,206.5
9248,Medium,Medium,2,5,1290.5
9249,High,Low,3,5,258.25
9250,High,Low,1,5,723
9251,Low,High,2,4,1037.75
9252,Medium,High,1,4,707
9253,High,Low,2,4,824.5
9254,Low,High,3,4,939
9255,High,Low,2,5,639.5
9256,Low,Low,1,2,261.75
9257,Medium,High,1,4,307.75
9258,High,Low,3,3,1003.75
9259,High,Medium,2,5,253
9260,Medium,High,3,4,1346.5
9261,Medium,High,2,1,1457
9262,Medium,High,1,4,156.25
9263,Low,Medium,1,5,1234
9264,Medium,High,1,6,217.5
9265,Medium,Low,2,3,1262
9266,Medium,Medium,3,2,665.25
9267,Low,Low,2,2,1018.25
9268,High,Medium,3,5,792.5
9269,Medium,Low,1,5,696
9270,Medium,High,3,4,811.75
9271,Low,High,2,3,894.5
9272,Low,Low,1,4,1415.5
9273,Medium,Medium,2,1,812.25
9274,Medium,Low,1,4,1038
9275,Medium,High,1,2,1202
9276,Low,High,2,2,1003
9277,Low,Low,3,4,1064.75
9278,High,High,4,3,230.5
9279,High,Low,2,4,1149.5
9280,High,High,1,3,1058.75
9281,Medium,High,1,5,978.5
9282,High,Low,3,3,190.5
9283,Medium,High,3,4,1068.5
9284,Low,Medium,2,5,700.75
9285,High,Medium,1,2,1065.75
9286,High,Low,1,3,875.5
9287,High,High,1,4,1003.75
9288,Medium,Medium,1,5,1310.75
9289,High,Medium,1,6,1230
9290,Medium,Low,1,3,1026.25
9291,Medium,High,2,6,1159.25
9292,Low,High,3,2,983.5
9293,High,Low,1,4,968
9294,Medium,High,1,5,1165.25
9295,Medium,Low,3,4,1076.5
9296,Medium,Medium,3,3,660.5
9297,Medium,High,1,3,931.25
9298,Medium,High,1,5,800.75
9299,Low,High,2,3,227
9300,Medium,Medium,1,3,608.75
9301,Medium,Medium,1,4,1528
9302,High,Low,1,2,1194.5
9303,Low,Low,3,3,1194.75
9304,Medium,Low,2,6,970.5
9305,Medium,Low,3,3,959.5
9306,High,Medium,2,3,1006.25
9307,Medium,Medium,2,3,1308.25
9308,Medium,Low,1,4,1020.75
9309,High,High,2,5,966.75
9310,High,High,2,3,1433.75
9311,High,Low,4,5,115.5
9312,Low,Medium,2,4,804
9313,Medium,Low,1,3,1159
9314,Low,Low,1,4,1339.25
9315,Medium,Medium,1,4,1218.5
9316,Low,Medium,2,3,1060.75
9317,Medium,High,4,3,619
9318,Low,Medium,2,5,288
9319,Medium,Medium,2,4,1114.25
9320,Medium,Medium,1,3,1263
9321,Medium,High,1,3,965.25
9322,Medium,Medium,3,5,1452.25
9323,Low,Low,2,4,662.25
9324,High,Medium,3,4,1503.75
9325,Medium,Low,2,3,1196.75
9326,High,Low,3,4,987.25
9327,Low,Low,2,3,1035.5
9328,Medium,High,2,3,279.75
9329,Low,High,2,3,260.5
9330,Low,Medium,3,1,779.25
9331,High,High,1,4,1184
9332,High,Low,2,3,838
9333,High,Low,2,2,692.75
9334,Low,High,1,3,866.25
9335,Medium,Low,2,4,1092.75
9336,Medium,High,2,5,1091
9337,Medium,Medium,1,4,785.5
9338,Medium,High,3,5,1201.25
9339,Low,Low,1,3,687.5
9340,Low,High,2,5,319
9341,High,Low,1,4,833.75
9342,High,High,1,2,1058.25
9343,Low,High,1,3,1183.75
9344,Medium,High,1,4,205.75
9345,High,High,1,4,920
9346,High,Medium,1,4,772.5
9347,High,High,3,3,740.75
9348,Medium,Low,2,5,1112.25
9349,Medium,Medium,2,3,680
9350,High,Low,3,2,1001.25
9351,Medium,Medium,2,3,220.75
9352,Low,High,2,5,837.75
9353,Low,Medium,1,1,1063.75
9354,High,Medium,2,3,1138.75
9355,Medium,High,2,2,205.25
9356,Medium,High,2,2,183.5
9357,Low,Low,1,3,1409.75
9358,Medium,Medium,1,3,1040.25
9359,Medium,Low,2,3,943.25
9360,High,Medium,3,5,932.5
9361,Medium,Low,2,3,1166
9362,Low,Low,3,4,1178
9363,Medium,Low,2,4,299.5
9364,Medium,Low,1,5,1047
9365,Medium,High,3,4,1068.5
9366,Low,Low,3,5,1027
9367,High,Low,1,4,1727
9368,Medium,Low,3,3,1118.5
9369,High,Medium,2,2,1363.25
9370,Medium,Medium,1,4,1132.75
9371,Medium,High,3,3,751.5
9372,High,Low,1,4,1226.75
9373,Low,High,1,4,1159.25
9374,Low,Low,2,4,1078.75
9375,Medium,Low,3,3,661.75
9376,Low,Low,1,3,1172
9377,Medium,High,1,5,1067.5
9378,Medium,Medium,2,5,716
9379,High,High,2,6,956.25
9380,Medium,Low,2,3,718.5
9381,High,Medium,1,2,1147
9382,Medium,High,3,5,826.75
9383,High,High,2,3,1028.75
9384,Low,High,2,4,243.5
9385,Low,Medium,2,5,133
9386,Medium,Low,3,3,622.25
9387,Low,High,3,3,1210.75
9388,Medium,High,2,4,1883
9389,High,Low,2,4,991.75
9390,Low,Medium,2,3,737.25
9391,Medium,Medium,1,5,1647.75
9392,High,Medium,2,3,739
9393,High,Low,1,5,1125.5
9394,Medium,Medium,2,2,838.75
9395,High,Medium,3,4,1131.25
9396,Medium,Medium,1,5,1108.5
9397,Medium,High,2,6,238.25
9398,Medium,High,1,4,147.25
9399,High,Medium,1,3,178.75
9400,Medium,High,1,5,190
9401,Medium,Low,3,3,1719.5
9402,Medium,Medium,3,4,964.5
9403,Medium,Medium,1,4,1304
9404,Medium,High,3,3,1007
9405,High,Low,1,5,1088.25
9406,High,High,3,3,1165
9407,Medium,Low,2,3,1242
9408,Low,Low,2,3,963.75
9409,Medium,High,3,3,1065
9410,Low,Medium,2,2,1036
9411,Medium,High,3,3,615.5
9412,High,Low,2,4,659.25
9413,Low,Medium,1,5,1242.75
9414,Medium,High,2,6,132.25
9415,Low,Low,2,2,217
9416,Medium,High,2,2,243.25
9417,High,Medium,1,4,1377.25
9418,High,Low,2,3,1131.25
9419,Low,Medium,2,2,914.5
9420,Low,Low,4,4,1260.75
9421,High,Medium,3,1,1108.25
9422,Medium,Medium,2,5,707.25
9423,Low,Medium,2,3,956.5
9424,Low,High,2,3,1102.5
9425,High,Medium,1,3,1275
9426,Medium,Low,1,3,1026
9427,Low,Medium,2,4,1054.5
9428,Medium,High,2,5,979.5
9429,Medium,Medium,3,3,1103.75
9430,High,Low,2,5,107
9431,High,High,2,3,792.25
9432,Medium,Medium,1,3,699.25
9433,Medium,High,1,4,1192.25
9434,Medium,Low,2,2,932
9435,High,Medium,1,4,234.5
9436,Low,Low,1,5,1900.5
9437,High,Low,4,4,903.5
9438,High,High,2,4,333
9439,Medium,High,2,3,322
9440,Low,High,2,4,1423.25
9441,Medium,Medium,1,2,935
9442,High,High,1,4,1887.75
9443,High,High,1,2,254.75
9444,Low,High,1,4,1050.75
9445,Medium,Low,1,3,1249.75
9446,Medium,Medium,2,4,1096.25
9447,Medium,Low,1,4,328
9448,High,Low,1,3,1037.5
9449,Medium,Low,2,5,246.25
9450,Medium,Low,1,3,1132.25
9451,Medium,Low,1,4,766.5
9452,Low,High,2,3,996
9453,Low,Medium,2,3,1116
9454,Low,Medium,1,1,964.75
9455,Medium,Low,2,3,635
9456,Low,Medium,1,4,288
9457,Medium,High,3,3,1061.5
9458,High,Medium,1,3,920.75
9459,Medium,Low,3,3,990.25
9460,High,Low,2,4,367.25
9461,Medium,High,2,3,163
9462,Medium,Medium,1,3,312
9463,Low,High,2,2,251.5
9464,Medium,Low,3,3,934.75
9465,Medium,Low,2,3,743.5
9466,Medium,High,2,3,1271.25
9467,Medium,Medium,2,4,796.75
9468,Low,Medium,2,4,1319.75
9469,High,Medium,2,6,942.25
9470,High,Low,1,3,321.25
9471,Medium,Low,2,2,1245.75
9472,Low,Low,1,3,1037.5
9473,Medium,Medium,2,5,876.5
9474,Medium,Medium,2,3,952.5
9475,Medium,Medium,2,3,259.75
9476,High,Low,1,4,784.75
9477,Medium,High,1,3,1071.5
9478,Medium,Medium,1,4,1449.25
9479,Low,Low,1,2,1023.25
9480,Medium,Low,3,4,601.75
9481,High,Medium,1,5,782.25
9482,Medium,Medium,2,5,840.25
9483,High,High,4,2,1787
9484,High,High,1,4,1301.25
9485,High,Low,2,3,207
9486,Medium,Low,2,3,1485.5
9487,Low,High,2,3,756
9488,Low,High,3,4,1103
9489,Medium,Low,3,2,686
9490,High,High,2,3,989.75
9491,Low,High,2,6,1059.5
9492,High,Medium,1,3,737.5
9493,Medium,High,2,5,1023.75
9494,Medium,Medium,1,2,250
9495,Medium,High,2,2,780
9496,Medium,Low,4,4,830.25
9497,High,Medium,1,4,1369.25
9498,Low,High,4,4,762
9499,Medium,Low,3,2,292
9500,Medium,Low,2,4,824.75
9501,Medium,Medium,2,4,824.75
9502,Low,Low,1,2,988
9503,Medium,Medium,1,3,963
9504,High,Medium,2,3,902.25
9505,Medium,High,2,2,1678.25
9506,Low,Low,3,5,1121.75
9507,Low,Low,1,4,1005.25
9508,Medium,Low,2,4,1214.5
9509,High,Medium,2,5,929.25
9510,High,Medium,2,6,721.25
9511,Low,Low,1,2,199.25
9512,High,Low,3,4,1005.25
9513,High,Medium,3,2,699.75
9514,Medium,High,1,6,833.5
9515,Low,High,2,1,1255
9516,Medium,Medium,1,2,243.5
9517,High,High,2,1,1007
9518,Medium,Medium,3,4,1512.5
9519,Low,High,1,3,1236.75
9520,Low,High,3,4,389.5
9521,Medium,High,2,3,764
9522,Low,High,3,4,1122
9523,Medium,High,2,4,1219.25
9524,Medium,High,3,2,1144.75
9525,High,High,3,2,251.25
9526,Low,Low,1,3,901
9527,Low,High,1,4,987
9528,Low,Medium,2,5,974.5
9529,Low,Medium,2,5,1041.25
9530,Medium,High,2,5,913
9531,Low,Medium,1,1,946.5
9532,High,Medium,1,2,294.75
9533,Low,High,1,2,979.75
9534,Low,Low,3,3,718.25
9535,Medium,Low,2,5,1078.5
9536,High,High,1,4,1245.25
9537,High,Low,3,3,1042.75
9538,Medium,Low,3,3,982.75
9539,Medium,High,2,3,987.5
9540,Medium,Low,3,4,1065
9541,High,Low,2,5,204.5
9542,High,Low,3,6,887.5
9543,Medium,High,4,4,663
9544,Medium,High,2,2,967.75
9545,Medium,Medium,3,4,303.5
9546,High,Medium,3,3,1295
9547,High,High,3,4,298.5
9548,Low,High,3,4,1204.75
9549,Medium,Medium,1,3,975
9550,Medium,High,1,3,1032.75
9551,Medium,Low,4,3,1113
9552,Medium,Medium,1,3,1109.25
9553,Low,Low,1,3,866.5
9554,Medium,High,2,1,1279
9555,High,Medium,2,2,811.75
9556,Low,Medium,3,1,1200.5
9557,Medium,Low,1,3,283
9558,Low,High,1,5,943
9559,Medium,Low,2,4,891
9560,High,Medium,1,4,1532.75
9561,High,High,2,2,983
9562,Low,High,1,3,814.5
9563,Medium,Low,1,3,963.25
9564,Medium,Medium,2,3,1131.75
9565,Low,High,2,3,1104
9566,Medium,Medium,1,4,789.5
9567,Medium,Medium,1,2,1009.5
9568,Low,Low,4,2,999
9569,Low,Medium,3,2,1267.25
9570,Low,Medium,2,3,287
9571,Medium,Medium,2,4,1033.25
9572,High,High,1,3,1059.25
9573,Medium,High,3,5,1155
9574,Medium,High,1,4,925.5
9575,Medium,Low,1,3,1301.25
9576,Medium,Low,2,3,1098.25
9577,Low,Medium,1,4,982.75
9578,Medium,Low,1,5,825.25
9579,Medium,Low,3,3,1154.5
9580,Medium,High,2,5,982.5
9581,High,Low,3,5,948.75
9582,Medium,Low,2,3,279
9583,Medium,Medium,2,2,1509
9584,Low,Low,3,4,1291.5
9585,Medium,High,1,2,920.25
9586,High,Low,2,5,1124.25
9587,Low,High,2,3,1086
9588,Low,Medium,2,3,1721
9589,Medium,High,1,5,1483.75
9590,High,Medium,2,4,668.25
9591,Medium,Medium,2,4,1162.75
9592,Medium,High,3,1,777.25
9593,Low,Medium,2,3,1029.5
9594,High,High,1,2,1117.5
9595,Medium,Medium,1,4,1375.5
9596,Medium,Medium,2,4,800.75
9597,Medium,High,2,3,956
9598,Medium,High,2,2,950.25
9599,Medium,Low,1,4,1060
9600,Medium,Medium,1,4,801.5
9601,Low,Medium,2,4,196.75
9602,Medium,High,2,3,979.5
9603,High,Medium,1,3,991
9604,Medium,Medium,2,3,1063
9605,Low,Low,1,4,1197
9606,Medium,High,1,3,988.5
9607,Medium,Low,2,3,1179
9608,Medium,Medium,1,3,668.75
9609,Low,Low,2,4,973.5
9610,Medium,Low,1,4,1145.5
9611,Medium,Low,1,4,1756.75
9612,Low,High,1,3,1110.5
9613,Low,High,3,2,870
9614,High,High,1,2,918
9615,Low,Medium,1,3,1013.25
9616,Medium,High,2,3,983
9617,Low,Low,1,3,1746.5
9618,Medium,Medium,2,2,1423.75
9619,Medium,Low,3,3,1119.75
9620,Medium,Low,3,5,1121.5
9621,Medium,Medium,2,3,1195.5
9622,Medium,High,3,3,1241.5
9623,Low,Medium,2,4,650.75
9624,Medium,Low,2,3,1121.25
9625,Low,Medium,2,4,1029.5
9626,High,Medium,1,4,294
9627,High,Low,2,2,1226
9628,Low,Medium,2,4,1011.5
9629,Medium,Low,3,4,1441.25
9630,High,Low,2,4,1131.25
9631,Low,Low,1,5,807.25
9632,Low,Low,2,4,1200.25
9633,Medium,Medium,2,2,1077.5
9634,Medium,High,2,4,264.25
9635,High,Medium,2,3,1166.5
9636,High,High,2,4,871.5
9637,Medium,Low,1,2,781
9638,Medium,Medium,2,4,950.75
9639,High,Medium,2,5,1317
9640,Medium,Low,3,2,735
9641,Medium,Medium,2,3,1104.5
9642,High,Medium,2,3,1111.25
9643,Medium,Low,1,5,1192
9644,Medium,High,2,4,1026.5
9645,Medium,Medium,2,5,1192.75
9646,High,High,1,3,776
9647,Medium,Medium,1,2,1215.25
9648,Medium,Medium,3,4,1028
9649,Low,Medium,3,5,971.5
9650,High,Low,4,2,1394.5
9651,Medium,Medium,1,4,1832.75
9652,Medium,High,1,4,1022.75
9653,Medium,Low,2,2,1171
9654,Medium,Medium,2,3,1163.5
9655,High,Medium,1,3,691.5
9656,Medium,Low,1,3,1228.25
9657,Low,Medium,2,4,1314.5
9658,Low,Low,2,3,687.25
9659,Medium,Medium,1,4,1463.75
9660,Medium,High,2,4,1314.25
9661,High,Medium,2,5,1283
9662,Low,High,2,4,1015.25
